Image,RepoTag,config_size,config_digest,created,created_by,empty_layer,comments
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-11-27T20:39:56.877320247Z,/bin/sh -c #(nop)  LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-11-27T20:39:58.834161133Z,/bin/sh -c #(nop)  ENV CUDNN_VERSION=7.6.4.38,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-11-27T20:40:00.489547346Z,/bin/sh -c #(nop)  LABEL com.nvidia.cudnn.version=7.6.4.38,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-11-27T20:40:59.531586502Z,/bin/sh -c apt-get update && apt-get install -y --no-install-recommends     libcudnn7=$CUDNN_VERSION-1+cuda9.0 libcudnn7-dev=$CUDNN_VERSION-1+cuda9.0 &&     apt-mark hold libcudnn7 &&     rm -rf /var/lib/apt/lists/*,,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:43:29.9880005Z,/bin/sh -c apt-get update && apt-get install -y --no-install-recommends       bzip2       g++       git       graphviz       libgl1-mesa-glx       libhdf5-dev       openmpi-bin       wget &&     rm -rf /var/lib/apt/lists/*,,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:43:30.4658676Z,/bin/sh -c #(nop)  ENV CONDA_DIR=/opt/conda,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:43:30.9276342Z,/bin/sh -c #(nop)  ENV PATH=/opt/conda/bin:/usr/local/nvidia/bin:/usr/local/cuda/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:43:41.0159344Z,"/bin/sh -c wget --quiet --no-check-certificate https://repo.continuum.io/miniconda/Miniconda3-4.2.12-Linux-x86_64.sh &&     echo ""c59b3dd3cad550ac7596e0d599b91e75d88826db132e4146030ef471bb434e9a *Miniconda3-4.2.12-Linux-x86_64.sh"" | sha256sum -c - &&     /bin/bash /Miniconda3-4.2.12-Linux-x86_64.sh -f -b -p $CONDA_DIR &&     rm Miniconda3-4.2.12-Linux-x86_64.sh &&     echo export PATH=$CONDA_DIR/bin:'$PATH' > /etc/profile.d/conda.sh",,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:43:41.6277581Z,/bin/sh -c #(nop)  ENV NB_USER=keras,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:43:42.0575763Z,/bin/sh -c #(nop)  ENV NB_UID=1000,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:45:42.6518299Z,/bin/sh -c useradd -m -s /bin/bash -N -u $NB_UID $NB_USER &&     chown $NB_USER $CONDA_DIR -R &&     mkdir -p /src &&     chown $NB_USER /src,,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:45:43.3463182Z,/bin/sh -c #(nop)  USER keras,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:45:43.7980762Z,/bin/sh -c #(nop)  ARG python_version=3.6,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:45:45.8375153Z,|1 python_version=3.6 /bin/sh -c conda config --append channels conda-forge,,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-07T23:58:02.5091483Z,|1 python_version=3.6 /bin/sh -c conda install -y python=${python_version} &&     pip install --upgrade pip &&     pip install       sklearn_pandas       tensorflow-gpu       cntk-gpu &&     conda install       bcolz       h5py       matplotlib       mkl       nose       notebook       Pillow       pandas 	  nltk 	  numpy       pydot       pygpu       pyyaml       scikit-learn       six       theano       mkdocs       &&     git clone git://github.com/keras-team/keras.git /src && pip install -e /src[tests] &&     pip install git+git://github.com/keras-team/keras.git &&     conda clean -yt,,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-08T00:01:21.3460108Z,/bin/sh -c #(nop)  ENV LC_ALL=C.UTF-8,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-08T00:01:21.7336519Z,/bin/sh -c #(nop)  ENV LANG=C.UTF-8,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-08T00:01:22.1349154Z,/bin/sh -c #(nop)  ENV PYTHONPATH=/src/:$PYTHONPATH,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-08T00:01:22.6159583Z,/bin/sh -c #(nop) WORKDIR /data,,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-08T00:01:23.0667163Z,/bin/sh -c #(nop)  EXPOSE 8888,True,
arunothia/cs-221,latest,14488,sha256:51cd9397973f59b48a7bbf1a8471f2a8cabe11e73592b7b433f349a9523f5c45,2019-12-08T00:01:23.5071708Z,"/bin/sh -c #(nop)  CMD [""/bin/sh"" ""-c"" ""jupyter notebook --port=8888 --ip=0.0.0.0""]",True,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-06-17T23:32:06.473629926Z,/bin/sh -c #(nop) ADD file:4dd75f16753c9c921fd05b1d0ed5b425d74d87405a76a0b3afcbf9723a50d1ce in / ,,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-06-17T23:32:07.796286055Z,"/bin/sh -c set -xe 		&& echo '#!/bin/sh' > /usr/sbin/policy-rc.d 	&& echo 'exit 101' >> /usr/sbin/policy-rc.d 	&& chmod +x /usr/sbin/policy-rc.d 		&& dpkg-divert --local --rename --add /sbin/initctl 	&& cp -a /usr/sbin/policy-rc.d /sbin/initctl 	&& sed -i 's/^exit.*/exit 0/' /sbin/initctl 		&& echo 'force-unsafe-io' > /etc/dpkg/dpkg.cfg.d/docker-apt-speedup 		&& echo 'DPkg::Post-Invoke { ""rm -f /var/cache/apt/archives/*.deb /var/cache/apt/archives/partial/*.deb /var/cache/apt/*.bin || true""; };' > /etc/apt/apt.conf.d/docker-clean 	&& echo 'APT::Update::Post-Invoke { ""rm -f /var/cache/apt/archives/*.deb /var/cache/apt/archives/partial/*.deb /var/cache/apt/*.bin || true""; };' >> /etc/apt/apt.conf.d/docker-clean 	&& echo 'Dir::Cache::pkgcache """"; Dir::Cache::srcpkgcache """";' >> /etc/apt/apt.conf.d/docker-clean 		&& echo 'Acquire::Languages ""none"";' > /etc/apt/apt.conf.d/docker-no-languages 		&& echo 'Acquire::GzipIndexes ""true""; Acquire::CompressionTypes::Order:: ""gz"";' > /etc/apt/apt.conf.d/docker-gzip-indexes 		&& echo 'Apt::AutoRemove::SuggestsImportant ""false"";' > /etc/apt/apt.conf.d/docker-autoremove-suggests",,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-06-17T23:32:08.760627721Z,/bin/sh -c rm -rf /var/lib/apt/lists/*,,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-06-17T23:32:09.722073932Z,/bin/sh -c mkdir -p /run/systemd && echo 'docker' > /run/systemd/container,,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-06-17T23:32:09.91024228Z,"/bin/sh -c #(nop)  CMD [""/bin/bash""]",True,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-01T20:34:23.123233289Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-01T20:34:23.123233289Z,"RUN /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     ca-certificates apt-transport-https gnupg-curl &&     NVIDIA_GPGKEY_SUM=d1be581509378368edeec8c1eb2958702feedf3bc3d17011adbf24efacce4ab5 &&     NVIDIA_GPGKEY_FPR=ae09fe4bbd223a84b2ccfce3f60f4b3d7fa2af80 &&     apt-key adv --fetch-keys https://developer.download.nvidia.com/compute/cuda/repos/ubuntu1604/x86_64/7fa2af80.pub &&     apt-key adv --export --no-emit-version -a $NVIDIA_GPGKEY_FPR | tail -n +5 > cudasign.pub &&     echo ""$NVIDIA_GPGKEY_SUM  cudasign.pub"" | sha256sum -c --strict - && rm cudasign.pub &&     echo ""deb https://developer.download.nvidia.com/compute/cuda/repos/ubuntu1604/x86_64 /"" > /etc/apt/sources.list.d/cuda.list &&     echo ""deb https://developer.download.nvidia.com/compute/machine-learning/repos/ubuntu1604/x86_64 /"" > /etc/apt/sources.list.d/nvidia-ml.list &&     apt-get purge --auto-remove -y gnupg-curl     && rm -rf /var/lib/apt/lists/* # buildkit",,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-01T20:34:23.123233289Z,ENV CUDA_VERSION=10.1.243,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-01T20:34:23.123233289Z,ENV CUDA_PKG_VERSION=10-1=10.1.243-1,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:13:49.8668717Z,RUN /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     cuda-cudart-$CUDA_PKG_VERSION     cuda-compat-10-1     && ln -s cuda-10.1 /usr/local/cuda &&     rm -rf /var/lib/apt/lists/* # buildkit,,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:13:49.954628374Z,"RUN /bin/sh -c echo ""/usr/local/nvidia/lib"" >> /etc/ld.so.conf.d/nvidia.conf &&     echo ""/usr/local/nvidia/lib64"" >> /etc/ld.so.conf.d/nvidia.conf # buildkit",,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:13:49.954628374Z,ENV PATH=/usr/local/nvidia/bin:/usr/local/cuda/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:13:49.954628374Z,ENV LD_LIBRARY_PATH=/usr/local/nvidia/lib:/usr/local/nvidia/lib64,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:13:49.982665589Z,COPY NGC-DL-CONTAINER-LICENSE / # buildkit,,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:13:49.982665589Z,ENV NVIDIA_VISIBLE_DEVICES=all,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:13:49.982665589Z,"ENV NVIDIA_DRIVER_CAPABILITIES=compute,utility",True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:13:49.982665589Z,"ENV NVIDIA_REQUIRE_CUDA=cuda>=10.1 brand=tesla,driver>=396,driver<397 brand=tesla,driver>=410,driver<411 brand=tesla,driver>=418,driver<419",True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:14:51.253362651Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:14:51.253362651Z,ENV NCCL_VERSION=2.8.3,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:14:51.253362651Z,RUN /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     cuda-libraries-$CUDA_PKG_VERSION     cuda-npp-$CUDA_PKG_VERSION     cuda-nvtx-$CUDA_PKG_VERSION     libcublas10=10.2.1.243-1     libnccl2=$NCCL_VERSION-1+cuda10.1     && apt-mark hold libnccl2     && rm -rf /var/lib/apt/lists/* # buildkit,,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:14:51.371640034Z,RUN /bin/sh -c apt-mark hold libcublas10 # buildkit,,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:17:12.185962227Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:17:12.185962227Z,ENV NCCL_VERSION=2.8.3,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:17:12.185962227Z,RUN /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     cuda-nvml-dev-$CUDA_PKG_VERSION     cuda-command-line-tools-$CUDA_PKG_VERSION     cuda-nvprof-$CUDA_PKG_VERSION     cuda-npp-dev-$CUDA_PKG_VERSION     cuda-libraries-dev-$CUDA_PKG_VERSION     cuda-minimal-build-$CUDA_PKG_VERSION     libcublas-dev=10.2.1.243-1     libnccl-dev=2.8.3-1+cuda10.1     && apt-mark hold libnccl-dev     && rm -rf /var/lib/apt/lists/* # buildkit,,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:17:12.407285647Z,RUN /bin/sh -c apt-mark hold libcublas-dev # buildkit,,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:17:12.407285647Z,ENV LIBRARY_PATH=/usr/local/cuda/lib64/stubs,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:31:49.316323962Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:31:49.316323962Z,ENV CUDNN_VERSION=7.6.5.32,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:31:49.316323962Z,LABEL com.nvidia.cudnn.version=7.6.5.32,True,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-02T06:31:49.316323962Z,RUN /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     libcudnn7=$CUDNN_VERSION-1+cuda10.1     libcudnn7-dev=$CUDNN_VERSION-1+cuda10.1     && apt-mark hold libcudnn7 &&     rm -rf /var/lib/apt/lists/* # buildkit,,buildkit.dockerfile.v0
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-03T00:05:02.708492874Z,/bin/sh -c apt-get update,,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-03T00:05:28.64046162Z,/bin/sh -c apt install software-properties-common -y,,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-03T00:05:31.832929734Z,/bin/sh -c add-apt-repository ppa:deadsnakes/ppa -y,,
faceswap/faceswap,latest,15905,sha256:028dd4546b966c2bf5ea80db740810599fb4aec6049ebf5b432cc69b408711ca,2021-07-03T00:05:36.793829564Z,/bin/sh -c apt-get update,,
