Category,image,metrics,layer_size
Application System,dany06/ai-chatbot-framework,CLS,1576.56
Application System,deepspeed/deepspeed,FLS,4937.080000000001
Application System,deepspeed/deepspeed,CLS,7831.29
Application System,google/deepvariant,FLS,4383.5
Application System,google/deepvariant,CLS,9569.52
Application System,interpretml/interpret,FLS,143.68
Application System,interpretml/interpret,CLS,1551.88
Application System,mindsdb/mindsdb,FLS,571.8700000000001
Application System,mindsdb/mindsdb,CLS,388.72
Application System,quantylab/rltrader,FLS,887.33
Application System,quantylab/rltrader,CLS,1587.9699999999998
Application System,zhenghaoz/gorse-master,FLS,73.77000000000001
Application System,zhenghaoz/gorse-server,FLS,68.94
Application System,zhenghaoz/gorse-worker,FLS,59.82
Application System,zhenghaoz/gorse-worker,CLS,30.18
Application System,zhenghaoz/gorse-worker,CLS,33.89
Application System,zhenghaoz/gorse-worker,CLS,27.0
Application System,daviddocker78/mxnet-ssd,FLS,7153.91
Application System,daviddocker78/mxnet-ssd,CLS,10657.63
Application System,hooram/ownphotos,FLS,3664.54
Application System,hooram/ownphotos,CLS,6993.629999999999
Application System,jsbroks/coco-annotator,FLS,3252.61
Application System,jsbroks/coco-annotator,CLS,1659.8200000000002
Application System,blakeblackshear/frigate,FLS,2127.2299999999996
Application System,blakeblackshear/frigate,CLS,2562.1499999999996
Application System,drakkarsoftware/octobot,FLS,1131.88
Application System,drakkarsoftware/octobot,CLS,747.15
Application System,vincentmatthys/grobid,FLS,1307.0700000000002
Application System,vincentmatthys/grobid,CLS,1067.25
Application System,oliviaai/olivia,FLS,1279.58
Application System,oliviaai/olivia,CLS,330.78000000000003
Application System,opendatacam/opendatacam,FLS,6165.640000000001
Application System,opendatacam/opendatacam-darknet-base,FLS,5712.0199999999995
Application System,opendatacam/opendatacam-darknet-base,CLS,8206.2
Application System,opendatacam/opendatacam-darknet-base,CLS,6243.26
Application System,sentinelhub/eolearn,FLS,2904.76
Application System,sentinelhub/eolearn,CLS,1698.87
Application System,dragoncomputer/dragonfire,FLS,1495.87
Application System,dragoncomputer/dragonfire,CLS,255.56
Application System,jonaswinkler/paperless-ng,FLS,1377.33
Application System,jonaswinkler/paperless-ng,CLS,1677.8
Application System,polakowo/vectorbt,FLS,4718.07
Application System,polakowo/vectorbt-full,FLS,4942.72
Application System,polakowo/vectorbt-full,CLS,6771.17
Application System,polakowo/vectorbt-full,CLS,7769.52
Application System,joorock12/tensorflowasr,FLS,3547.5499999999997
Application System,joorock12/tensorflowasr,CLS,7266.6
Application System,exadel/compreface-core-base,FLS,1370.5300000000002
Application System,exadel/compreface-fe,FLS,215.32
Application System,exadel/compreface-api,FLS,397.65
Application System,exadel/compreface-core,FLS,2871.37
Application System,exadel/compreface-core,CLS,3074.04
Application System,exadel/compreface-core,CLS,2885.09
Application System,exadel/compreface-core,CLS,414.78
Application System,exadel/compreface-core,CLS,1352.2400000000002
Application System,fcore/txtai,FLS,2948.09
Application System,fcore/txtai,CLS,1787.1999999999998
Application System,openml/openml-python,FLS,2819.2000000000003
Application System,openml/openml-python,CLS,1281.25
Application System,tiangolo/uwsgi-nginx-flask,FLS,5656.579999999999
Application System,tiangolo/uwsgi-nginx-flask,CLS,6171.09
Application System,nipreps/mriqc,FLS,3692.420000000001
Application System,nipreps/mriqc,CLS,3382.33
Application System,nelinski/reddit-karma-farming-bot,FLS,2611.5
Application System,nelinski/reddit-karma-farming-bot,CLS,2366.12
Application System,gnina/gnina,FLS,1535.89
Application System,gnina/gnina,CLS,4741.14
Application System,jeff1evesque/ml-default,FLS,1542.55
Application System,jeff1evesque/ml-default,CLS,2980.5099999999998
Application System,dsarchive/histomicstk,FLS,2552.3699999999994
Application System,dsarchive/histomicstk,CLS,4114.349999999999
Application System,bdonnot/grid2op,FLS,4780.37
Application System,bdonnot/grid2op,CLS,2546.41
Application System,erdosproject/pylot,FLS,7658.3600000000015
Application System,erdosproject/pylot,CLS,5767.78
Application System,modernmt/master,FLS,2319.1099999999997
Application System,modernmt/master,CLS,3389.7299999999996
Application System,deepquestai/deepstack-base,FLS,7190.31
Application System,deepquestai/deepstack,FLS,5628.83
Application System,deepquestai/deepstack,CLS,4038.81
Application System,deepquestai/deepstack,CLS,6721.71
Application System,obsei/obsei-ui-demo,FLS,952.1999999999999
Application System,obsei/obsei-sdk,FLS,1798.2600000000002
Application System,obsei/obsei-sdk,CLS,2166.35
Application System,obsei/obsei-sdk,CLS,948.86
Application System,intel/openfl,FLS,1417.2399999999998
Application System,intel/openfl,CLS,3058.1400000000003
Application System,msahraeian/neusomatic,FLS,3610.46
Application System,msahraeian/neusomatic,CLS,4593.25
Application System,generall/qdrant,FLS,143.84
Application System,generall/qdrant,CLS,41.35
Application System,opendilab/ding,FLS,1778.51
Application System,opendilab/ding,CLS,1713.54
Application System,recognai/rubrix,FLS,5134.88
Application System,recognai/rubrix,CLS,5054.580000000001
Application System,imaginative/credential-digger_credential_digger,FLS,3444.9800000000005
Application System,imaginative/credential-digger_credential_digger,CLS,1704.6
Application System,pascalbergeron/geo-deep-learning-cpu,FLS,4901.599999999999
Application System,pascalbergeron/geo-deep-learning-cpu,CLS,5879.26
Application System,neuralet/smart-social-distancing,FLS,4529.400000000001
Application System,neuralet/smart-social-distancing,CLS,3815.8
Application System,nnabla/nnabla-ext-cuda-multi-gpu,FLS,2803.4800000000005
Application System,nnabla/nnabla-ext-cuda-multi-gpu,CLS,2747.13
Application System,af01/bolero_dependencies,FLS,136.28
Application System,af01/bolero,FLS,2431.61
Application System,af01/bolero,CLS,2592.2
Application System,af01/bolero,CLS,480.79999999999995
Application System,mlovci/flotilla,FLS,2094.7699999999995
Application System,mlovci/flotilla,CLS,4606.43
Application System,rostlab/bio_embeddings,FLS,1998.0700000000002
Application System,rostlab/bio_embeddings,CLS,3481.4100000000003
Application System,kevinmenden/scaden,FLS,1332.57
Application System,kevinmenden/scaden,CLS,1930.52
Application System,pyronear/pyro-vision,FLS,2159.89
Application System,pyronear/pyro-vision,CLS,1336.72
Application System,will5448/camera-trap-classifier,FLS,5704.76
Application System,will5448/camera-trap-classifier,CLS,7733.02
Application System,cogstacksystems/medcat-trainer-nginx,FLS,685.6399999999999
Application System,cogstacksystems/medcat-trainer,FLS,2283.06
Application System,cogstacksystems/medcat-trainer,CLS,1378.1499999999999
Application System,cogstacksystems/medcat-trainer,CLS,2795.68
Application System,modelchimp/modelchimp-ui,FLS,2681.08
Application System,modelchimp/modelchimp-server,FLS,2321.9199999999996
Application System,modelchimp/modelchimp-server,CLS,1116.81
Application System,modelchimp/modelchimp-server,CLS,620.63
Application System,kitware/diva,FLS,7809.750000000001
Application System,kitware/diva,CLS,7877.86
Application System,milenapavlovic/immuneml,FLS,2087.6200000000003
Application System,milenapavlovic/immuneml,CLS,3822.28
Application System,unitytechnologies/datasetinsights,FLS,3050.5
Application System,unitytechnologies/datasetinsights,CLS,2744.54
Application System,ubcctlt/compair-app,FLS,2057.33
Application System,ubcctlt/compair-app,CLS,2407.95
Toolkit,intelotc/dffml,FLS,2163.45
Toolkit,intelotc/dffml,CLS,1063.84
Toolkit,optuna/optuna,FLS,2172.4
Toolkit,optuna/optuna,CLS,851.2800000000001
Toolkit,climbsrocks/auto_ml,FLS,496.03
Toolkit,climbsrocks/auto_ml_tests,FLS,536.5899999999999
Toolkit,climbsrocks/auto_ml_tests,CLS,2940.41
Toolkit,climbsrocks/auto_ml_tests,CLS,2904.6
Toolkit,nidhaloff/igel,FLS,2506.5499999999997
Toolkit,nidhaloff/igel,CLS,1967.0200000000004
Toolkit,funkey/gunpowder,FLS,7486.87
Toolkit,funkey/gunpowder,CLS,7280.539999999999
Toolkit,mlbazaar/autobazaar,FLS,1610.9700000000003
Toolkit,mlbazaar/autobazaar,CLS,1607.62
Toolkit,deepset/farm-inference-ui,FLS,462.08
Toolkit,deepset/farm-gpu-electra,FLS,4616.49
Toolkit,deepset/farm-onnxruntime-gpu,FLS,3073.2200000000003
Toolkit,deepset/farm-onnx,FLS,3060.88
Toolkit,deepset/farm-gpu,FLS,4481.45
Toolkit,deepset/farm-inference-api,FLS,2281.6000000000004
Toolkit,deepset/farm-inference-api,CLS,779.9399999999999
Toolkit,deepset/farm-inference-api,CLS,384.39
Toolkit,deepset/farm-inference-api,CLS,2177.8
Toolkit,deepset/farm-inference-api,CLS,3583.39
Toolkit,deepset/farm-inference-api,CLS,2047.8300000000002
Toolkit,deepset/farm-inference-api,CLS,3583.9
Toolkit,ppalmes/automlpipeline,FLS,1295.6999999999998
Toolkit,ppalmes/automlpipeline,CLS,1112.3400000000001
Toolkit,automlorg/autopytorch,FLS,1287.33
Toolkit,automlorg/autopytorch,CLS,1438.4
Toolkit,msranni/nni,FLS,3752.85
Toolkit,msranni/nni,CLS,5645.9
Toolkit,automlbenchmark/autosklearn,FLS,2831.95
Toolkit,automlbenchmark/autosklearn,CLS,2272.87
Toolkit,ludwigai/ludwig-ray,FLS,2293.94
Toolkit,ludwigai/ludwig,FLS,1135.58
Toolkit,ludwigai/ludwig-ray-gpu,FLS,2441.4500000000003
Toolkit,ludwigai/ludwig-gpu,FLS,1360.5
Toolkit,ludwigai/ludwig-gpu,CLS,429.97
Toolkit,ludwigai/ludwig-gpu,CLS,1440.9599999999996
Toolkit,ludwigai/ludwig-gpu,CLS,1370.2
Toolkit,ludwigai/ludwig-gpu,CLS,2601.24
Toolkit,autogoal/autogoal,FLS,4966.13
Toolkit,autogoal/autogoal,CLS,5275.53
Toolkit,snoe925/lightgbm,FLS,287.86
Toolkit,snoe925/lightgbm,CLS,1563.77
Toolkit,pymc/pymc3,FLS,2203.2
Toolkit,pymc/pymc3,CLS,4343.22
Toolkit,yueguoguo/xlearn,FLS,195.73
Toolkit,yueguoguo/xlearn,CLS,1472.6000000000001
Toolkit,rapidsai/rapidsai-nightly,FLS,896.53
Toolkit,rapidsai/rapidsai,FLS,2887.56
Toolkit,rapidsai/rapidsai,CLS,2751.13
Toolkit,rapidsai/rapidsai,CLS,925.46
Toolkit,sepandhaghighi/pycm,FLS,2630.0600000000004
Toolkit,sepandhaghighi/pycm,CLS,2176.2200000000003
Toolkit,rgfteam/rgf,FLS,883.51
Toolkit,rgfteam/rgf,CLS,2193.96
Toolkit,heidelbergcementds/hcrystalball,FLS,2528.23
Toolkit,heidelbergcementds/hcrystalball,CLS,2626.8
Toolkit,envest/rnaseq_titration_results,FLS,5479.62
Toolkit,envest/rnaseq_titration_results,CLS,3457.41
Toolkit,ikholopov/catboost-node-package-e2e-base,FLS,488.28999999999996
Toolkit,ikholopov/catboost-node-package-e2e-base,CLS,558.98
Toolkit,stellargraph/stellargraph,FLS,1260.59
Toolkit,stellargraph/stellargraph,CLS,2485.36
Toolkit,vearch/vearch,FLS,476.36
Toolkit,vearch/vearch,CLS,145.86
Toolkit,turinglang/turing,FLS,1016.58
Toolkit,turinglang/turing,CLS,420.37
Toolkit,reiinakano/xcessiv,FLS,1443.76
Toolkit,reiinakano/xcessiv,CLS,366.87
Toolkit,openmined/tenseal,FLS,162.98000000000002
Toolkit,openmined/tenseal,CLS,282.96999999999997
Toolkit,nlpodyssey/spago,FLS,234.7
Toolkit,nlpodyssey/spago,CLS,736.74
Toolkit,xaynetwork/xaynet,FLS,366.56
Toolkit,xaynetwork/xaynet,CLS,97.46000000000001
Model,ultralytics/yolov5,FLS,11002.17
Model,ultralytics/yolov5,CLS,10529.339999999998
Model,ultralytics/yolov3,FLS,10964.55
Model,ultralytics/yolov3,CLS,10504.869999999999
Model,deliah/bert-as-service,FLS,3886.2
Model,deliah/bert-as-service,CLS,6501.81
Model,defects4dl/segmentation_models.pytorch186,FLS,205.98999999999998
Model,defects4dl/segmentation_models.pytorch186,CLS,1046.3400000000001
Model,medipixel/rl_algorithms,FLS,3105.06
Model,medipixel/rl_algorithms,CLS,3669.4500000000003
Model,alexandrainst/danlp,FLS,1722.52
Model,alexandrainst/danlp,CLS,1968.07
Model,rickardhallerback/recurrent-neural-net,FLS,1343.06
Model,rickardhallerback/recurrent-neural-net,CLS,1399.42
Model,huggingface/transformers-pytorch-gpu,FLS,1095.4
Model,huggingface/transformers-tensorflow-gpu,FLS,2266.0
Model,huggingface/transformers-gpu,FLS,1038.62
Model,huggingface/transformers-cpu,FLS,1073.22
Model,huggingface/transformers-pytorch-cpu,FLS,1128.8400000000001
Model,huggingface/transformers-tensorflow-cpu,FLS,1071.42
Model,huggingface/transformers-tensorflow-cpu,CLS,2515.9999999999995
Model,huggingface/transformers-tensorflow-cpu,CLS,1127.5800000000002
Model,huggingface/transformers-tensorflow-cpu,CLS,2210.0899999999997
Model,huggingface/transformers-tensorflow-cpu,CLS,283.15999999999997
Model,huggingface/transformers-tensorflow-cpu,CLS,2499.0600000000004
Model,kyiimn/pororo,FLS,2784.9300000000003
Model,kyiimn/pororo,CLS,2011.6100000000001
Model,shinyeyes/keras-ocr,FLS,5424.35
Model,shinyeyes/keras-ocr,CLS,4007.06
Model,araffin/rl-baselines-zoo,FLS,2081.44
Model,araffin/rl-baselines-zoo-cpu,FLS,1431.5
Model,araffin/rl-baselines-zoo-cpu,CLS,4679.8
Model,araffin/rl-baselines-zoo-cpu,CLS,4011.21
Model,intel/intel-optimized-tensorflow,FLS,1083.3799999999999
Model,intel/intel-optimized-tensorflow,CLS,482.91999999999996
DL Framwork,arunothia/cs-221,FLS,1707.0500000000002
DL Framwork,arunothia/cs-221,CLS,3889.3399999999997
DL Framwork,datmo/xgboost,FLS,1935.6599999999999
DL Framwork,datmo/xgboost,CLS,2092.02
DL Framwork,apulistech/mmdetection,FLS,2824.31
DL Framwork,apulistech/mmdetection,CLS,4538.290000000001
DL Framwork,allennlp/allennlp,FLS,2287.98
DL Framwork,allennlp/allennlp,CLS,1786.28
DL Framwork,nvidia/digits,FLS,3268.93
DL Framwork,nvidia/digits,CLS,3274.7099999999996
DL Framwork,tinydnn/tinydnn,FLS,1862.8500000000004
DL Framwork,tinydnn/tinydnn,CLS,4893.969999999999
DL Framwork,hybridgroup/gocv,FLS,2787.08
DL Framwork,hybridgroup/gocv,CLS,969.97
DL Framwork,catalystteam/catalyst,FLS,145.31
DL Framwork,catalystteam/catalyst,CLS,39.87
DL Framwork,principialabs/torch-points3d,FLS,2987.22
DL Framwork,principialabs/torch-points3d,CLS,5266.849999999999
DL Framwork,kengz/slm_lab,FLS,1924.95
DL Framwork,kengz/slm_lab,CLS,2928.4800000000005
DL Framwork,datacanvas/deeptables-example,FLS,2947.13
DL Framwork,datacanvas/deeptables-example,CLS,2260.7200000000003
DL Framwork,sourabhbhide/stardist-tf24-gpu,FLS,3468.9599999999996
DL Framwork,sourabhbhide/stardist-tf24-gpu,CLS,3128.91
DL Framwork,flexflowai/cuda110,FLS,2254.2200000000003
DL Framwork,flexflowai/cuda110,CLS,2202.0699999999997
DL Framwork,alicevision/popsift,FLS,2602.7
DL Framwork,alicevision/popsift,CLS,3004.2999999999997
DL Framwork,juliareinforcementlearning/reinforcementlearningenvironments,FLS,2482.62
DL Framwork,juliareinforcementlearning/reinforcementlearningenvironments,CLS,1259.04
DL Framwork,baguasys/bagua,FLS,2444.7000000000003
DL Framwork,baguasys/bagua,CLS,3323.2999999999997
DL Framwork,smartdataanalytics/dl-learner,FLS,2183.9800000000005
DL Framwork,smartdataanalytics/dl-learner,CLS,2057.22
DL Framwork,rlgraph/rlgraph,FLS,2398.33
DL Framwork,rlgraph/rlgraph,CLS,4868.99
DL Framwork,tinyms/tinyms,FLS,3199.97
DL Framwork,tinyms/tinyms,CLS,3521.9900000000002
DL Framwork,carefree0910/carefree-learn-apps,FLS,1519.73
DL Framwork,carefree0910/carefree-learn-deploy,FLS,6347.280000000001
DL Framwork,carefree0910/carefree-learn,FLS,11588.62
DL Framwork,carefree0910/carefree-learn,CLS,888.86
DL Framwork,carefree0910/carefree-learn,CLS,8861.7
DL Framwork,carefree0910/carefree-learn,CLS,6371.0
DL Framwork,neuronets/nobrainer,FLS,5473.000000000001
DL Framwork,neuronets/nobrainer-zoo,FLS,2474.82
DL Framwork,neuronets/nobrainer-zoo,CLS,7110.37
DL Framwork,neuronets/nobrainer-zoo,CLS,4387.36
DL Framwork,fastestimator/fastestimator,FLS,5646.16
DL Framwork,fastestimator/fastestimator,CLS,3959.8499999999995
DL Framwork,ridgerun/r2inference,FLS,2080.15
DL Framwork,ridgerun/r2inference-ubuntu-18.04,FLS,2080.15
DL Framwork,ridgerun/r2inference-ubuntu-18.04,CLS,1883.8700000000001
DL Framwork,ridgerun/r2inference-ubuntu-18.04,CLS,1883.8700000000001
DL Framwork,artifacts/variationanalysis-app,FLS,4814.1
DL Framwork,artifacts/variationanalysis-app,CLS,4243.549999999999
DL Framwork,apache/singa,FLS,3215.44
DL Framwork,apache/singa,CLS,3503.66
DL Framwork,deepchemio/deepchem,FLS,1873.53
DL Framwork,deepchemio/deepchem,CLS,2440.27
DL Framwork,achaiah/pywick,FLS,3342.5100000000007
DL Framwork,achaiah/pywick,CLS,2700.16
DL Framwork,tensorflow/tensorflow,FLS,3849.9300000000003
DL Framwork,tensorflow/tensorflow,CLS,1833.27
DL Framwork,bvlc/caffe,FLS,2949.2
DL Framwork,bvlc/caffe,CLS,3416.05
DL Framwork,pytorch/pytorch,FLS,137.28
DL Framwork,pytorch/pytorch,CLS,37.69
DL Framwork,paddlepaddle/paddle,FLS,9753.459999999997
DL Framwork,paddlepaddle/paddle,CLS,11667.49
DL Framwork,horovod/horovod,FLS,3711.68
DL Framwork,horovod/horovod,CLS,4507.170000000001
DL Framwork,pytorchlightning/pytorch_lightning,FLS,2071.4900000000002
DL Framwork,pytorchlightning/pytorch_lightning,CLS,3299.12
DL Framwork,tensorlayer/tensorlayer,FLS,2203.42
DL Framwork,tensorlayer/tensorlayer,CLS,3755.4
DL Framwork,chainer/chainer,FLS,3459.7400000000002
DL Framwork,chainer/chainer,CLS,3554.19
DL Framwork,jinaai/jina,FLS,970.9100000000002
DL Framwork,jinaai/jina,CLS,1194.92
DL Framwork,paddlepaddle/paddle-lite,FLS,5851.999999999999
DL Framwork,paddlepaddle/paddle-lite,CLS,5774.200000000001
DL Framwork,gordinmitya/mnn,FLS,3276.1099999999997
DL Framwork,gordinmitya/mnn,CLS,2552.97
DL Framwork,okdokey/flink-yarn,FLS,5453.049999999999
DL Framwork,sequenceiq/hadoop-docker,FLS,5807.159999999999
DL Framwork,sequenceiq/hadoop-docker,CLS,10579.779999999999
DL Framwork,pytorchignite/base,FLS,557.61
DL Framwork,pytorchignite/base,CLS,94.67
DL Framwork,stablebaselines/stable-baselines3,FLS,3114.7
DL Framwork,stablebaselines/stable-baselines3-cpu,FLS,2895.6600000000003
DL Framwork,stablebaselines/stable-baselines3-cpu,CLS,3494.5700000000006
DL Framwork,stablebaselines/stable-baselines3-cpu,CLS,2091.06
DL Framwork,deepjavalibrary/djl-serving,FLS,752.4300000000001
DL Framwork,deepjavalibrary/djl-serving,CLS,1015.92
DL Framwork,nnabla/nnabla,FLS,900.55
DL Framwork,nnabla/nnabla,CLS,1922.35
DL Framwork,tensorlayer/hyperpose,FLS,3651.2299999999996
DL Framwork,tensorlayer/hyperpose,CLS,4985.87
DL Framwork,rlworkgroup/garage-base,FLS,2430.9300000000003
DL Framwork,rlworkgroup/garage-headless,FLS,3879.29
DL Framwork,rlworkgroup/garage-ci,FLS,3691.94
DL Framwork,rlworkgroup/garage-nvidia,FLS,2771.17
DL Framwork,rlworkgroup/garage,FLS,1682.5000000000002
DL Framwork,rlworkgroup/garage-intel,FLS,2672.67
DL Framwork,rlworkgroup/garage-intel,CLS,2345.4700000000003
DL Framwork,rlworkgroup/garage-intel,CLS,5336.96
DL Framwork,rlworkgroup/garage-intel,CLS,3547.2799999999997
DL Framwork,rlworkgroup/garage-intel,CLS,5426.57
DL Framwork,rlworkgroup/garage-intel,CLS,6364.1
DL Framwork,rlworkgroup/garage-intel,CLS,4300.94
DL Framwork,determinedai/determined-master,FLS,623.8
DL Framwork,determinedai/determined-dev,FLS,623.8
DL Framwork,determinedai/determined-agent,FLS,509.36
DL Framwork,determinedai/determined-agent,CLS,1369.99
DL Framwork,determinedai/determined-agent,CLS,140.81
DL Framwork,determinedai/determined-agent,CLS,140.81
DL Framwork,stablebaselines/rl-baselines3-zoo-cpu,FLS,5058.97
DL Framwork,stablebaselines/rl-baselines3-zoo,FLS,5279.93
DL Framwork,stablebaselines/rl-baselines3-zoo,CLS,4953.3099999999995
DL Framwork,stablebaselines/rl-baselines3-zoo,CLS,3483.0099999999998
DL Framwork,eaplatanios/tensorflow_scala,FLS,1598.2899999999997
DL Framwork,eaplatanios/tensorflow_scala,CLS,2595.58
DL Framwork,nnfusion/pytorch,FLS,3916.2799999999997
DL Framwork,nnfusion/pytorch,CLS,4899.53
DL Framwork,tlkh/ai-lab,FLS,4347.0
DL Framwork,tlkh/ai-lab,CLS,7373.400000000001
DL Framwork,pyhf/pyhf,FLS,441.07000000000005
DL Framwork,pyhf/pyhf,CLS,368.75
DL Framwork,takuseno/d3rlpy,FLS,1031.0
DL Framwork,takuseno/d3rlpy,CLS,1764.25
DL Framwork,vanvalenlab/deepcell-tf,FLS,2638.16
DL Framwork,vanvalenlab/deepcell-tf,CLS,2058.0099999999998
DL Framwork,spiceai/spiceai,FLS,720.29
DL Framwork,spiceai/spiceai,CLS,1101.21
DL Framwork,diegoferigo/gym-ignition,FLS,3172.36
DL Framwork,diegoferigo/gym-ignition,CLS,1833.9599999999998
DL Framwork,datamachines/cuda_tensorflow_opencv,FLS,4286.0599999999995
DL Framwork,datamachines/tensorflow_opencv,FLS,4387.6
DL Framwork,datamachines/tensorflow_opencv,CLS,5161.19
DL Framwork,datamachines/tensorflow_opencv,CLS,7994.21
DL Framwork,bluefoglib/bluefog,FLS,4360.43
DL Framwork,bluefoglib/bluefog,CLS,7147.33
Toolkit,challisa/easyocr,FLS,3773.11
Toolkit,challisa/easyocr,CLS,1996.93
Toolkit,ziggerzz/openspiel,FLS,3709.1200000000003
Toolkit,ziggerzz/openspiel,CLS,3411.98
Toolkit,alicevision/alicevision,FLS,4866.65
Toolkit,alicevision/alicevision,CLS,4894.08
Toolkit,jkim57/torch2trt,FLS,3970.59
Toolkit,jkim57/torch2trt,CLS,3417.38
Toolkit,lilydedbb/mmdetection3d,FLS,6866.67
Toolkit,lilydedbb/mmdetection3d,CLS,7828.1900000000005
Toolkit,ceccocats/tkdnn,FLS,5970.240000000001
Toolkit,ceccocats/tkdnn,CLS,6522.209999999998
Toolkit,asciidoctor/docker-asciidoctor,FLS,957.3700000000001
Toolkit,asciidoctor/docker-asciidoctor,CLS,327.15999999999997
Toolkit,ng1997/decord-pytorch,FLS,5261.49
Toolkit,ng1997/decord-pytorch,CLS,5761.59
Toolkit,fuzzylite/fuzzylite,FLS,1399.0
Toolkit,fuzzylite/fuzzylite,CLS,2542.63
Toolkit,kitware/fletch,FLS,2151.46
Toolkit,kitware/fletch,CLS,2462.42
Toolkit,scilus/scilpy,FLS,2792.4
Toolkit,scilus/scilpy,CLS,5194.3
Toolkit,pccl/holodeck,FLS,4158.570000000001
Toolkit,pccl/holodeck,CLS,3383.5900000000006
Toolkit,plstcharles/litiv,FLS,3127.6500000000005
Toolkit,plstcharles/litiv,CLS,3268.8599999999997
Toolkit,kmaehashi/onnx-chainer,FLS,2057.21
Toolkit,kmaehashi/onnx-chainer,CLS,4749.58
Toolkit,knorth55/coral_usb_ros,FLS,4591.14
Toolkit,knorth55/coral_usb_ros,CLS,4667.49
Toolkit,espnet/espnet,FLS,501.53000000000003
Toolkit,espnet/espnet,CLS,3714.67
Toolkit,openvino/ubuntu20_dev_no_samples,FLS,2801.7599999999998
Toolkit,openvino/ubuntu20_data_runtime,FLS,4062.0199999999995
Toolkit,openvino/onnxruntime_ep_ubuntu18,FLS,3420.41
Toolkit,openvino/ubuntu20_data_dev,FLS,2172.75
Toolkit,openvino/ubuntu20_data_dev,CLS,1177.39
Toolkit,openvino/ubuntu20_data_dev,CLS,3164.88
Toolkit,openvino/ubuntu20_data_dev,CLS,0.0
Toolkit,openvino/ubuntu20_data_dev,CLS,2839.48
Toolkit,openvino/ubuntu20_data_dev,CLS,0.0
Toolkit,openvino/ubuntu20_data_dev,CLS,2508.75
Toolkit,projectmonai/monai,FLS,10462.780000000002
Toolkit,projectmonai/monai,CLS,9956.23
Toolkit,nvidia/tensorrt-labs,FLS,2462.34
Toolkit,nvidia/tensorrt-labs,CLS,4139.13
Toolkit,stillwater/universal,FLS,2508.5399999999995
Toolkit,stillwater/universal,CLS,1096.34
Toolkit,berlius/face-alignment,FLS,3378.1600000000003
Toolkit,berlius/face-alignment,CLS,4919.489999999999
Toolkit,erdosproject/erdos,FLS,5192.74
Toolkit,erdosproject/erdos,CLS,3452.26
Toolkit,shogun/shogun-dev,FLS,732.16
Toolkit,shogun/shogun-dev,CLS,2535.7299999999996
Toolkit,nvidia/cuda,FLS,851.5500000000001
Toolkit,nvidia/cuda,CLS,621.2900000000001
Toolkit,flml/flashlight,FLS,2543.8199999999997
Toolkit,flml/flashlight,CLS,3437.29
Toolkit,waikato/moa,FLS,814.9499999999999
Toolkit,waikato/moa,CLS,196.8
Toolkit,ibmcom/helayers-lab,FLS,7591.889999999999
Toolkit,ibmcom/helayers-pylab,FLS,5862.08
Toolkit,ibmcom/helayers-pylab-s390x,FLS,8128.459999999999
Toolkit,ibmcom/helayers-lab-s390x,FLS,10009.449999999999
Toolkit,ibmcom/helayers-lab-s390x,CLS,7473.97
Toolkit,ibmcom/helayers-lab-s390x,CLS,8507.53
Toolkit,ibmcom/helayers-lab-s390x,CLS,10050.96
Toolkit,ibmcom/helayers-lab-s390x,CLS,10552.84
Application System,px4io/px4-dev-armhf,FLS,2157.0499999999997
Application System,px4io/px4-dev-simulation-bionic,FLS,2067.37
Application System,px4io/px4-dev-clang,FLS,1977.6499999999999
Application System,px4io/px4-dev-nuttx-focal,FLS,3136.92
Application System,px4io/px4-dev-aarch64,FLS,2157.06
Application System,px4io/px4-dev-aarch64,CLS,3700.4100000000003
Application System,px4io/px4-dev-aarch64,CLS,1806.99
Application System,px4io/px4-dev-aarch64,CLS,1806.4199999999998
Application System,px4io/px4-dev-aarch64,CLS,2297.3199999999997
Application System,px4io/px4-dev-aarch64,CLS,2375.9799999999996
Application System,apolloauto/apollo,FLS,6973.399999999999
Application System,apolloauto/apollo,CLS,6703.8
Application System,commaai/openpilot-apks,FLS,1591.6500000000003
Application System,commaai/openpilot-apks,CLS,2308.6600000000003
Application System,flyandi/docker-inav,FLS,2146.55
Application System,flyandi/docker-inav,CLS,2894.49
Application System,huaweinoah/smarts,FLS,1118.6799999999998
Application System,huaweinoah/smarts,CLS,1700.73
Application System,araffin/racing-robot-cpu,FLS,3231.3600000000006
Application System,araffin/racing-robot-rpi3-base,FLS,2733.48
Application System,araffin/racing-robot-rpi3,FLS,5189.030000000001
Application System,araffin/racing-robot-rpi3,CLS,4680.349999999999
Application System,araffin/racing-robot-rpi3,CLS,3040.44
Application System,araffin/racing-robot-rpi3,CLS,6188.67
Application System,paparazziuav/pprz-dep,FLS,1475.79
Application System,paparazziuav/pprz-ci,FLS,2528.81
Application System,paparazziuav/pprz-dev,FLS,2970.0099999999998
Application System,paparazziuav/pprz-dev,CLS,2271.0
Application System,paparazziuav/pprz-dev,CLS,2896.8600000000006
Application System,paparazziuav/pprz-dev,CLS,3537.26
Application System,ardupilot/ardupilot-dev-chibios,FLS,1193.09
Application System,ardupilot/ardupilot-dev-periph,FLS,265.05
Application System,ardupilot/ardupilot-dev-clang,FLS,622.93
Application System,ardupilot/ardupilot-dev-aarch64,FLS,329.45
Application System,ardupilot/ardupilot-dev-armhf-musl,FLS,637.3
