repos,repo_version,filename,raw_details
deepjavalibrary/djl,latest,/jupyter/docker-compose.yml,"{'version': '2.4', 'services': {'deepjavalibrary_container': {'build': {'context': '.', 'dockerfile': 'Dockerfile'}, 'ports': ['8888:8888'], 'volumes': ['./:/home/jupyter'], 'restart': 'always'}}}"
jsbroks/coco-annotator,latest,/docker-compose.gpu.yml,"{'version': '3', 'networks': {'cocoannotator': {'external': False}}, 'services': {'webserver': {'image': 'annotator_webclient_gpu', 'container_name': 'annotator_webclient', 'restart': 'no', 'ports': ['5000:5000'], 'environment': ['SECRET_KEY=RandomSecretKeyHere', 'FILE_WATCHER=true', 'NAME=Test Annotator', 'MASK_RCNN_FILE=/models/mask_rcnn_coco.h5', ""MASK_RCNN_CLASSES= BG,person,bicycle,car,motorcycle,airplane, bus,train,truck,boat,traffic light, fire hydrant,stop sign,parking meter,bench,bird, cat,dog,horse,sheep,cow,elephant,bear, zebra,giraffe,backpack,umbrella,handbag,tie, suitcase,frisbee,skis,snowboard,sports ball, kite,baseball bat,baseball glove,skateboard, surfboard,tennis racket,bottle,wine glass,cup, fork,knife,spoon,bowl,banana',apple, sandwich,orange,broccoli,carrot,hot dog,pizza, donut,cake,chair,couch,potted plant,bed, dining table,toilet,tv,laptop,mouse,remote, keyboard,cell phone,microwave,oven,toaster, sink,refrigerator,book,clock,vase,scissors, teddy bear,hair drier,toothbrush""], 'volumes': ['./datasets:/datasets', './models:/models'], 'depends_on': ['database', 'workers'], 'networks': ['cocoannotator']}, 'workers': {'container_name': 'annotator_workers', 'image': 'annotator_workers_gpu', 'volumes': ['./backend/config:/workspace/config', './backend/webserver:/workspace/webserver', './backend/workers:/workspace/workers', './backend/database:/workspace/database', './datasets:/datasets'], 'depends_on': ['messageq', 'database'], 'ports': ['5555:5555'], 'networks': ['cocoannotator']}, 'messageq': {'image': 'rabbitmq:3', 'container_name': 'annotator_message_q', 'environment': ['RABBITMQ_DEFAULT_USER=user', 'RABBITMQ_DEFAULT_PASS=password'], 'ports': ['5672:5672'], 'networks': ['cocoannotator']}, 'database': {'image': 'mongo:4.0', 'container_name': 'annotator_mongodb', 'restart': 'no', 'environment': ['MONGO_DATA_DIR=/data/db', 'MONGO_LOG_DIR=/dev/null'], 'volumes': ['./db:/data/db'], 'ports': ['27017:27017'], 'command': 'mongod --smallfiles --logpath=/dev/null', 'networks': ['cocoannotator']}}}"
jsbroks/coco-annotator,latest,/docker-compose.dev.yml,"{'version': '3', 'volumes': {'mongodb_data': {'external': False}}, 'networks': {'cocoannotator': {'external': False}}, 'services': {'frontend': {'container_name': 'annotator_client', 'build': {'context': '.', 'dockerfile': './client/Dockerfile'}, 'ports': ['8080:8080'], 'volumes': ['./client:/workspace/client'], 'networks': ['cocoannotator'], 'depends_on': ['webserver']}, 'webserver': {'container_name': 'annotator_webserver', 'build': {'context': '.', 'dockerfile': './backend/webserver/Dockerfile'}, 'ports': ['5000:5000'], 'volumes': ['./backend/config:/workspace/config', './backend/webserver:/workspace/webserver', './backend/workers:/workspace/workers', './backend/database:/workspace/database', './datasets:/datasets', './models:/models'], 'environment': ['FILE_WATCHER=true', 'FLASK_APP=webserver', 'FLASK_ENV=development', 'DEBUG=true'], 'networks': ['cocoannotator'], 'depends_on': ['database', 'workers']}, 'workers': {'container_name': 'annotator_workers', 'build': {'context': '.', 'dockerfile': './backend/workers/Dockerfile'}, 'volumes': ['./backend/config:/workspace/config', './backend/webserver:/workspace/webserver', './backend/workers:/workspace/workers', './backend/database:/workspace/database', './datasets:/datasets'], 'depends_on': ['messageq', 'database'], 'ports': ['5555:5555'], 'networks': ['cocoannotator']}, 'database': {'image': 'mongo:4.0', 'container_name': 'annotator_mongodb', 'environment': ['MONGO_DATA_DIR=/data/db', 'MONGO_LOG_DIR=/dev/null'], 'volumes': ['mongodb_data:/data/db'], 'ports': ['27017:27017'], 'command': 'mongod --smallfiles --logpath=/dev/null', 'networks': ['cocoannotator']}, 'messageq': {'image': 'rabbitmq:3', 'container_name': 'annotator_message_q', 'environment': ['RABBITMQ_DEFAULT_USER=user', 'RABBITMQ_DEFAULT_PASS=password'], 'ports': ['5672:5672'], 'networks': ['cocoannotator']}}}"
jsbroks/coco-annotator,latest,/docker-compose.build.yml,"{'version': '3', 'volumes': {'mongodb_data': {'external': False}}, 'networks': {'cocoannotator': {'external': False}}, 'services': {'webserver': {'build': {'context': '.', 'dockerfile': './Dockerfile'}, 'container_name': 'annotator_webclient', 'restart': 'always', 'ports': ['5000:5000'], 'environment': ['SECRET_KEY=RandomSecretKeyHere', 'FILE_WATCHER=true', 'NAME=Test Annotator'], 'volumes': ['./datasets:/datasets', './models:/models'], 'depends_on': ['database', 'workers'], 'networks': ['cocoannotator']}, 'workers': {'container_name': 'annotator_workers', 'build': {'context': '.', 'dockerfile': './backend/workers/Dockerfile'}, 'volumes': ['./backend/config:/workspace/config', './backend/webserver:/workspace/webserver', './backend/workers:/workspace/workers', './backend/database:/workspace/database', './datasets:/datasets'], 'depends_on': ['messageq', 'database'], 'ports': ['5555:5555'], 'networks': ['cocoannotator']}, 'messageq': {'image': 'rabbitmq:3', 'container_name': 'annotator_message_q', 'environment': ['RABBITMQ_DEFAULT_USER=user', 'RABBITMQ_DEFAULT_PASS=password'], 'ports': ['5672:5672'], 'networks': ['cocoannotator']}, 'database': {'image': 'mongo:4.0', 'container_name': 'annotator_mongodb', 'restart': 'always', 'environment': ['MONGO_DATA_DIR=/data/db', 'MONGO_LOG_DIR=/dev/null'], 'volumes': ['mongodb_data:/data/db'], 'ports': ['27017:27017'], 'command': 'mongod --smallfiles --logpath=/dev/null', 'networks': ['cocoannotator']}}}"
jsbroks/coco-annotator,latest,/docker-compose.yml,"{'version': '3', 'volumes': {'mongodb_data': {'external': False}}, 'networks': {'cocoannotator': {'external': False}}, 'services': {'webserver': {'image': 'jsbroks/coco-annotator:webserver-stable', 'container_name': 'annotator_webclient', 'restart': 'always', 'ports': ['5000:5000'], 'environment': ['SECRET_KEY=RandomSecretKeyHere', 'FILE_WATCHER=true'], 'volumes': ['./datasets:/datasets', './models:/models'], 'depends_on': ['database', 'workers'], 'networks': ['cocoannotator']}, 'workers': {'container_name': 'annotator_workers', 'image': 'jsbroks/coco-annotator:workers-stable', 'volumes': ['./datasets:/datasets'], 'depends_on': ['messageq', 'database'], 'networks': ['cocoannotator']}, 'messageq': {'image': 'rabbitmq:3', 'container_name': 'annotator_message_q', 'environment': ['RABBITMQ_DEFAULT_USER=user', 'RABBITMQ_DEFAULT_PASS=password'], 'networks': ['cocoannotator']}, 'database': {'image': 'mongo:4.0', 'container_name': 'annotator_mongodb', 'restart': 'always', 'environment': ['MONGO_DATA_DIR=/data/db', 'MONGO_LOG_DIR=/dev/null'], 'volumes': ['mongodb_data:/data/db'], 'command': 'mongod --smallfiles --logpath=/dev/null', 'networks': ['cocoannotator']}}}"
stellargraph/stellargraph,latest,/docker-compose.yml,"{'version': '3.4', 'services': {'stellargraph': {'build': {'dockerfile': 'docker/stellargraph/Dockerfile', 'context': '.'}}}}"
stellargraph/stellargraph,latest,/scripts/ci/actions-docker-compose.yml,"{'version': '3.4', 'services': {'neo4j': {'build': {'context': 'docker/stellargraph-neo4j', 'args': ['NEO4J_VERSION']}, 'ports': ['7687:7687'], 'environment': {'NEO4J_AUTH': 'none'}}}}"
stellargraph/stellargraph,latest,/.buildkite/docker-compose.yml,"{'version': '3.4', 'services': {'runner-3_6': {'build': {'context': '.', 'dockerfile': 'docker/stellargraph-ci-runner/Dockerfile', 'args': {'PYTHON_VERSION': '3.6', 'PRERELEASE_VERSIONS': '${PRERELEASE_VERSIONS:-0}'}}, 'working_dir': '/workdir', 'volumes': ['$PWD:/workdir', '${BUILDKITE_AGENT_BINARY_PATH:-/usr/bin/buildkite-agent}:/usr/bin/buildkite-agent', '/usr/local/cuda-10.1/:/usr/local/cuda10.1/', '/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/:/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/', '/usr/lib64/libcublas.so.10:/usr/lib64/libcublas.so.10', '/usr/lib64/libcublasLt.so.10:/usr/lib64/libcublasLt.so.10'], 'environment': ['PYTHONDONTWRITEBYTECODE=1', 'PYTHONWARNINGS=error:Constructing a StellarGraph:DeprecationWarning', 'GIT_BRANCH=$BUILDKITE_BRANCH', 'BUILDKITE_AGENT_ACCESS_TOKEN', 'BUILDKITE_BUILD_NUMBER', 'BUILDKITE_BRANCH', 'AWS_LOGS_BUCKET', 'BUILDKITE_PARALLEL_JOB_COUNT', 'BUILDKITE_PARALLEL_JOB', 'BUILDKITE_ORGANIZATION_SLUG', 'BUILDKITE_PIPELINE_SLUG', 'CI', 'BUILDKITE', 'BUILDKITE_PULL_REQUEST', 'BUILDKITE_JOB_ID', 'BUILDKITE_BUILD_URL', 'BUILDKITE_PROJECT_SLUG', 'BUILDKITE_COMMIT', 'BUILDKITE_TAG', 'CODECOV_TOKEN', 'NEO4J_VERSION', 'STELLARGRAPH_MUST_USE_GPU', 'NVIDIA_VISIBLE_DEVICES=all', 'NVIDIA_DRIVER_CAPABILITIES=all', 'LD_LIBRARY_PATH=/usr/local/cuda10.1/lib64/:/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/:/usr/lib64/libcublas.so.10:/usr/lib64/libcublasLt.so.10'], 'depends_on': ['${RUNNER_DEPENDS_ON:-empty-service}']}, 'runner-3_7': {'build': {'context': '.', 'dockerfile': 'docker/stellargraph-ci-runner/Dockerfile', 'args': {'PYTHON_VERSION': '3.7', 'PRERELEASE_VERSIONS': '${PRERELEASE_VERSIONS:-0}'}}, 'working_dir': '/workdir', 'volumes': ['$PWD:/workdir', '${BUILDKITE_AGENT_BINARY_PATH:-/usr/bin/buildkite-agent}:/usr/bin/buildkite-agent', '/usr/local/cuda-10.1/:/usr/local/cuda10.1/', '/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/:/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/', '/usr/lib64/libcublas.so.10:/usr/lib64/libcublas.so.10', '/usr/lib64/libcublasLt.so.10:/usr/lib64/libcublasLt.so.10'], 'environment': ['PYTHONDONTWRITEBYTECODE=1', 'PYTHONWARNINGS=error:Constructing a StellarGraph:DeprecationWarning', 'GIT_BRANCH=$BUILDKITE_BRANCH', 'BUILDKITE_AGENT_ACCESS_TOKEN', 'BUILDKITE_BUILD_NUMBER', 'BUILDKITE_BRANCH', 'AWS_LOGS_BUCKET', 'BUILDKITE_PARALLEL_JOB_COUNT', 'BUILDKITE_PARALLEL_JOB', 'BUILDKITE_ORGANIZATION_SLUG', 'BUILDKITE_PIPELINE_SLUG', 'CI', 'BUILDKITE', 'BUILDKITE_PULL_REQUEST', 'BUILDKITE_JOB_ID', 'BUILDKITE_BUILD_URL', 'BUILDKITE_PROJECT_SLUG', 'BUILDKITE_COMMIT', 'BUILDKITE_TAG', 'CODECOV_TOKEN', 'NEO4J_VERSION', 'STELLARGRAPH_MUST_USE_GPU', 'NVIDIA_VISIBLE_DEVICES=all', 'NVIDIA_DRIVER_CAPABILITIES=all', 'LD_LIBRARY_PATH=/usr/local/cuda10.1/lib64/:/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/:/usr/lib64/libcublas.so.10:/usr/lib64/libcublasLt.so.10'], 'depends_on': ['${RUNNER_DEPENDS_ON:-empty-service}']}, 'runner-3_8': {'build': {'context': '.', 'dockerfile': 'docker/stellargraph-ci-runner/Dockerfile', 'args': {'PYTHON_VERSION': '3.8', 'PRERELEASE_VERSIONS': '${PRERELEASE_VERSIONS:-0}'}}, 'working_dir': '/workdir', 'volumes': ['$PWD:/workdir', '${BUILDKITE_AGENT_BINARY_PATH:-/usr/bin/buildkite-agent}:/usr/bin/buildkite-agent', '/usr/local/cuda-10.1/:/usr/local/cuda10.1/', '/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/:/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/', '/usr/lib64/libcublas.so.10:/usr/lib64/libcublas.so.10', '/usr/lib64/libcublasLt.so.10:/usr/lib64/libcublasLt.so.10'], 'environment': ['PYTHONDONTWRITEBYTECODE=1', 'PYTHONWARNINGS=error:Constructing a StellarGraph:DeprecationWarning', 'GIT_BRANCH=$BUILDKITE_BRANCH', 'BUILDKITE_AGENT_ACCESS_TOKEN', 'BUILDKITE_BUILD_NUMBER', 'BUILDKITE_BRANCH', 'AWS_LOGS_BUCKET', 'BUILDKITE_PARALLEL_JOB_COUNT', 'BUILDKITE_PARALLEL_JOB', 'BUILDKITE_ORGANIZATION_SLUG', 'BUILDKITE_PIPELINE_SLUG', 'CI', 'BUILDKITE', 'BUILDKITE_PULL_REQUEST', 'BUILDKITE_JOB_ID', 'BUILDKITE_BUILD_URL', 'BUILDKITE_PROJECT_SLUG', 'BUILDKITE_COMMIT', 'BUILDKITE_TAG', 'CODECOV_TOKEN', 'NEO4J_VERSION', 'STELLARGRAPH_MUST_USE_GPU', 'NVIDIA_VISIBLE_DEVICES=all', 'NVIDIA_DRIVER_CAPABILITIES=all', 'LD_LIBRARY_PATH=/usr/local/cuda10.1/lib64/:/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/:/usr/lib64/libcublas.so.10:/usr/lib64/libcublasLt.so.10'], 'depends_on': ['${RUNNER_DEPENDS_ON:-empty-service}']}, 'empty-service': {'image': 'alpine:3.10'}, 'neo4j': {'build': {'context': 'docker/stellargraph-neo4j', 'args': ['NEO4J_VERSION']}, 'environment': {'NEO4J_AUTH': 'none'}}, 'conda': {'image': 'continuumio/anaconda3', 'working_dir': '/workdir', 'volumes': ['$PWD:/workdir', '${BUILDKITE_AGENT_BINARY_PATH:-/usr/bin/buildkite-agent}:/usr/bin/buildkite-agent', '/usr/local/cuda-10.1/:/usr/local/cuda10.1/', '/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/:/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/', '/usr/lib64/libcublas.so.10:/usr/lib64/libcublas.so.10', '/usr/lib64/libcublasLt.so.10:/usr/lib64/libcublasLt.so.10'], 'environment': ['PYTHONDONTWRITEBYTECODE=1', 'PYTHONWARNINGS=error:Constructing a StellarGraph:DeprecationWarning', 'GIT_BRANCH=$BUILDKITE_BRANCH', 'BUILDKITE_AGENT_ACCESS_TOKEN', 'BUILDKITE_BUILD_NUMBER', 'BUILDKITE_BRANCH', 'AWS_LOGS_BUCKET', 'BUILDKITE_PARALLEL_JOB_COUNT', 'BUILDKITE_PARALLEL_JOB', 'BUILDKITE_ORGANIZATION_SLUG', 'BUILDKITE_PIPELINE_SLUG', 'CI', 'BUILDKITE', 'BUILDKITE_PULL_REQUEST', 'BUILDKITE_JOB_ID', 'BUILDKITE_BUILD_URL', 'BUILDKITE_PROJECT_SLUG', 'BUILDKITE_COMMIT', 'BUILDKITE_TAG', 'CODECOV_TOKEN', 'NEO4J_VERSION', 'STELLARGRAPH_MUST_USE_GPU', 'NVIDIA_VISIBLE_DEVICES=all', 'NVIDIA_DRIVER_CAPABILITIES=all', 'LD_LIBRARY_PATH=/usr/local/cuda10.1/lib64/:/var/lib/buildkite-agent/TensorRT-6.0.1.5/targets/x86_64-linux-gnu/lib/:/usr/lib64/libcublas.so.10:/usr/lib64/libcublasLt.so.10']}}}"
blakeblackshear/frigate,latest,/docker-compose.yml,"{'version': '3', 'services': {'dev': {'container_name': 'frigate-dev', 'user': 'vscode', 'privileged': True, 'shm_size': '256mb', 'build': {'context': '.', 'dockerfile': 'docker/Dockerfile.dev'}, 'volumes': ['/etc/localtime:/etc/localtime:ro', '.:/lab/frigate:cached', './config/config.yml:/config/config.yml:ro', './debug:/media/frigate', '/dev/bus/usb:/dev/bus/usb', '/dev/dri:/dev/dri'], 'ports': ['1935:1935', '5000:5000', '5001:5001', '8080:8080'], 'entrypoint': ['sudo', '/init'], 'command': '/bin/sh -c ""while sleep 1000; do :; done""'}, 'mqtt': {'container_name': 'mqtt', 'image': 'eclipse-mosquitto:1.6', 'ports': ['1883:1883']}}}"
Drakkar-Software/OctoBot,latest,/docker-compose.yml,"{'version': '3', 'services': {'octobot': {'image': 'drakkarsoftware/octobot:stable', 'environment': ['VIRTUAL_HOST=${HOST}', 'VIRTUAL_PORT=5001', 'SELF_SIGNED_HOST=${HOST}'], 'volumes': ['./logs:/octobot/logs', './backtesting:/octobot/backtesting', './tentacles:/octobot/tentacles', './user:/octobot/user'], 'expose': [5001], 'restart': 'always'}, 'nginx': {'image': 'jwilder/nginx-proxy:alpine', 'ports': ['80:80', '443:443'], 'volumes': ['/var/run/docker.sock:/tmp/docker.sock:ro', './ssl:/etc/nginx/certs', './vhost.d:/etc/nginx/vhost.d'], 'restart': 'always', 'privileged': True, 'depends_on': ['octobot']}, 'nginx-companion': {'container_name': 'proxy-companion', 'restart': 'always', 'image': 'sebastienheyd/self-signed-proxy-companion:latest', 'volumes': ['/var/run/docker.sock:/var/run/docker.sock:ro', './ssl:/etc/nginx/certs']}}}"
olivia-ai/olivia,latest,/docker-compose.yml,"{'version': '3', 'services': {'olivia-ai.org': {'image': 'docker.pkg.github.com/olivia-ai/olivia-ai.org/olivia-ai.org:latest', 'build': {'context': '.', 'args': ['VUE_APP_URL=ws://localhost:8080']}, 'environment': ['PORT=80'], 'ports': ['80:80']}, 'olivia': {'image': 'docker.pkg.github.com/olivia-ai/olivia/olivia:latest', 'environment': ['PORT=8080'], 'ports': ['8080:8080']}}}"
ml-tooling/ml-workspace,latest,/deployment/play-with-docker/docker-compose.yml,"{'version': '3.2', 'services': {'ml-workspace': {'image': 'mltooling/ml-workspace-minimal', 'restart': 'always', 'volumes': ['ml-workspace:/workspace'], 'ports': ['8080:8080']}}, 'volumes': {'ml-workspace': None}}"
opendatacam/opendatacam,latest,/docker/run/xavier/docker-compose.yml,"{'version': '2.3', 'services': {'opendatacam': {'restart': 'always', 'image': 'opendatacam/opendatacam:v3.0.2-xavier', 'privileged': True, 'volumes': ['./config.json:/var/local/opendatacam/config.json'], 'ports': ['8080:8080', '8070:8070', '8090:8090']}, 'mongo': {'image': 'mongo', 'restart': 'always', 'ports': ['27017:27017'], 'volumes': ['mongodb_data_container:/data/db']}}, 'volumes': {'mongodb_data_container': None}}"
opendatacam/opendatacam,latest,/docker/run/nano/docker-compose.yml,"{'version': '2.3', 'services': {'opendatacam': {'restart': 'always', 'image': 'opendatacam/opendatacam:v3.0.2-nano', 'privileged': True, 'volumes': ['./config.json:/var/local/opendatacam/config.json'], 'ports': ['8080:8080', '8070:8070', '8090:8090']}, 'mongo': {'image': 'mongo:4.4.8', 'restart': 'always', 'ports': ['27017:27017'], 'volumes': ['mongodb_data_container:/data/db']}}, 'volumes': {'mongodb_data_container': None}}"
opendatacam/opendatacam,latest,/docker/run/desktop/docker-compose.yml,"{'version': '2.3', 'services': {'opendatacam': {'restart': 'always', 'runtime': 'nvidia', 'image': 'opendatacam/opendatacam:v3.0.2-desktop', 'privileged': True, 'volumes': ['./config.json:/var/local/opendatacam/config.json'], 'ports': ['8080:8080', '8070:8070', '8090:8090']}, 'mongo': {'image': 'mongo', 'restart': 'always', 'ports': ['27017:27017'], 'volumes': ['mongodb_data_container:/data/db']}}, 'volumes': {'mongodb_data_container': None}}"
VertaAI/modeldb,latest,/docker-compose-all.yaml,"{'version': '3.5', 'services': {'modeldb-backend': {'image': 'vertaaiofficial/modeldb-backend:2.0.8.1', 'container_name': 'modeldb-backend', 'expose': ['8085', '8086'], 'ports': ['8085:8085', '8086:8086'], 'networks': ['modeldb_network'], 'environment': ['VERTA_MODELDB_CONFIG:/config/config.yaml', 'LIQUIBASE_MIGRATION:true'], 'volumes': ['./backend/config:/config/', './data/artifact-store:/artifact-store/']}, 'modeldb-proxy': {'image': 'vertaaiofficial/modeldb-proxy:2.0.8.1', 'container_name': 'modeldb-proxy', 'environment': {'MDB_ADDRESS': 'modeldb-backend:8085', 'SERVER_HTTP_PORT': '8080'}, 'expose': ['8080'], 'ports': ['8080:8080'], 'depends_on': ['modeldb-backend'], 'networks': ['modeldb_network']}, 'modeldb-graphql': {'image': 'vertaaiofficial/modeldb-graphql:2.0.8.1', 'container_name': 'modeldb-graphql', 'environment': {'MDB_ADDRESS': 'modeldb-backend:8085', 'SERVER_HTTP_PORT': '4000', 'QUERY_PATH': '/api/v1/graphql/query'}, 'expose': ['4000'], 'ports': ['4000:4000'], 'depends_on': ['modeldb-backend'], 'networks': ['modeldb_network']}, 'modeldb-frontend': {'image': 'vertaaiofficial/modeldb-frontend:2.0.8.2', 'container_name': 'modeldb-frontend', 'expose': ['3000'], 'ports': ['3000:3000'], 'depends_on': ['modeldb-proxy', 'modeldb-graphql'], 'environment': {'DEPLOYED': 'yes', 'BACKEND_API_PROTOCOL': 'http', 'BACKEND_API_DOMAIN': 'modeldb-webapp:3000', 'MDB_ADDRESS': 'http://modeldb-proxy:8080', 'ARTIFACTORY_ADDRESS': 'http://modeldb-backend:8086', 'GQL_ADDRESS': 'http://modeldb-graphql:4000'}, 'networks': ['modeldb_network']}, 'modeldb-postgres': {'image': 'postgres', 'container_name': 'modeldb-postgres', 'restart': 'always', 'environment': {'POSTGRES_PASSWORD': 'root', 'PGDATA': '/var/lib/postgresql/data/pgdata'}, 'networks': ['modeldb_network'], 'volumes': ['./data/pgdata:/var/lib/postgresql/data/pgdata']}}, 'networks': {'modeldb_network': None}}"
VertaAI/modeldb,latest,/backend/docker-compose.yaml,"{'version': '3.5', 'services': {'modeldb-backend': {'image': 'modeldb-backend:latest', 'container_name': 'modeldb-backend', 'build': '.', 'volumes': ['/Users/XYZ/Document/config:/config'], 'environment': {'VERTA_MODELDB_CONFIG': '/config/config.yaml'}, 'expose': ['8085'], 'ports': ['8085:8085'], 'networks': ['modeldb_network']}, 'backend-proxy': {'image': 'backend-proxy:latest', 'container_name': 'backend-proxy', 'expose': ['8080'], 'ports': ['8080:8080'], 'depends_on': ['modeldb-backend'], 'networks': ['modeldb_network']}, 'uacservice': {'image': 'uacservice:latest', 'container_name': 'uacservice', 'expose': ['50051'], 'ports': ['50051:50051'], 'networks': ['modeldb_network'], 'environment': ['CONFIG_DIR:/config'], 'volumes': ['/path/to/UACService:/config']}}, 'networks': {'modeldb_network': {'external': {'name': 'modeldb_network'}}}, 'volumes': {'mongodata': None}}"
vearch/vearch,latest,/cloud/docker-compose.yml,"{'version': '3.5', 'services': {'standalone': {'container_name': 'vearch-standalone', 'image': 'vearch/vearch:3.2.7', 'ports': ['8817:8817', '9001:9001'], 'volumes': ['${DOCKER_VOLUME_DIRECTORY:-.}/config.toml:/vearch/config.toml'], 'command': 'all'}}}"
jonaswinkler/paperless-ng,latest,/docker/compose/docker-compose.sqlite.yml,"{'version': '3.4', 'services': {'broker': {'image': 'redis:6.0', 'restart': 'unless-stopped'}, 'webserver': {'image': 'jonaswinkler/paperless-ng:latest', 'restart': 'unless-stopped', 'depends_on': ['broker'], 'ports': ['8000:8000'], 'healthcheck': {'test': ['CMD', 'curl', '-f', 'http://localhost:8000'], 'interval': '30s', 'timeout': '10s', 'retries': 5}, 'volumes': ['data:/usr/src/paperless/data', 'media:/usr/src/paperless/media', './export:/usr/src/paperless/export', './consume:/usr/src/paperless/consume'], 'env_file': 'docker-compose.env', 'environment': {'PAPERLESS_REDIS': 'redis://broker:6379'}}}, 'volumes': {'data': None, 'media': None}}"
jonaswinkler/paperless-ng,latest,/docker/compose/docker-compose.postgres-tika.yml,"{'version': '3.4', 'services': {'broker': {'image': 'redis:6.0', 'restart': 'unless-stopped'}, 'db': {'image': 'postgres:13', 'restart': 'unless-stopped', 'volumes': ['pgdata:/var/lib/postgresql/data'], 'environment': {'POSTGRES_DB': 'paperless', 'POSTGRES_USER': 'paperless', 'POSTGRES_PASSWORD': 'paperless'}}, 'webserver': {'image': 'jonaswinkler/paperless-ng:latest', 'restart': 'unless-stopped', 'depends_on': ['db', 'broker', 'gotenberg', 'tika'], 'ports': ['8000:8000'], 'healthcheck': {'test': ['CMD', 'curl', '-f', 'http://localhost:8000'], 'interval': '30s', 'timeout': '10s', 'retries': 5}, 'volumes': ['data:/usr/src/paperless/data', 'media:/usr/src/paperless/media', './export:/usr/src/paperless/export', './consume:/usr/src/paperless/consume'], 'env_file': 'docker-compose.env', 'environment': {'PAPERLESS_REDIS': 'redis://broker:6379', 'PAPERLESS_DBHOST': 'db', 'PAPERLESS_TIKA_ENABLED': 1, 'PAPERLESS_TIKA_GOTENBERG_ENDPOINT': 'http://gotenberg:3000', 'PAPERLESS_TIKA_ENDPOINT': 'http://tika:9998'}}, 'gotenberg': {'image': 'thecodingmachine/gotenberg', 'restart': 'unless-stopped', 'environment': {'DISABLE_GOOGLE_CHROME': 1}}, 'tika': {'image': 'apache/tika', 'restart': 'unless-stopped'}}, 'volumes': {'data': None, 'media': None, 'pgdata': None}}"
jonaswinkler/paperless-ng,latest,/docker/compose/docker-compose.postgres.yml,"{'version': '3.4', 'services': {'broker': {'image': 'redis:6.0', 'restart': 'unless-stopped'}, 'db': {'image': 'postgres:13', 'restart': 'unless-stopped', 'volumes': ['pgdata:/var/lib/postgresql/data'], 'environment': {'POSTGRES_DB': 'paperless', 'POSTGRES_USER': 'paperless', 'POSTGRES_PASSWORD': 'paperless'}}, 'webserver': {'image': 'jonaswinkler/paperless-ng:latest', 'restart': 'unless-stopped', 'depends_on': ['db', 'broker'], 'ports': ['8000:8000'], 'healthcheck': {'test': ['CMD', 'curl', '-f', 'http://localhost:8000'], 'interval': '30s', 'timeout': '10s', 'retries': 5}, 'volumes': ['data:/usr/src/paperless/data', 'media:/usr/src/paperless/media', './export:/usr/src/paperless/export', './consume:/usr/src/paperless/consume'], 'env_file': 'docker-compose.env', 'environment': {'PAPERLESS_REDIS': 'redis://broker:6379', 'PAPERLESS_DBHOST': 'db'}}}, 'volumes': {'data': None, 'media': None, 'pgdata': None}}"
jonaswinkler/paperless-ng,latest,/docker/compose/docker-compose.sqlite-tika.yml,"{'version': '3.4', 'services': {'broker': {'image': 'redis:6.0', 'restart': 'unless-stopped'}, 'webserver': {'image': 'jonaswinkler/paperless-ng:latest', 'restart': 'unless-stopped', 'depends_on': ['broker', 'gotenberg', 'tika'], 'ports': ['8000:8000'], 'healthcheck': {'test': ['CMD', 'curl', '-f', 'http://localhost:8000'], 'interval': '30s', 'timeout': '10s', 'retries': 5}, 'volumes': ['data:/usr/src/paperless/data', 'media:/usr/src/paperless/media', './export:/usr/src/paperless/export', './consume:/usr/src/paperless/consume'], 'env_file': 'docker-compose.env', 'environment': {'PAPERLESS_REDIS': 'redis://broker:6379', 'PAPERLESS_TIKA_ENABLED': 1, 'PAPERLESS_TIKA_GOTENBERG_ENDPOINT': 'http://gotenberg:3000', 'PAPERLESS_TIKA_ENDPOINT': 'http://tika:9998'}}, 'gotenberg': {'image': 'thecodingmachine/gotenberg', 'restart': 'unless-stopped', 'environment': {'DISABLE_GOOGLE_CHROME': 1}}, 'tika': {'image': 'apache/tika', 'restart': 'unless-stopped'}}, 'volumes': {'data': None, 'media': None}}"
