repos,repo_version,filename,raw_details
spacechop/spacechop,latest,/docker-compose.yml,"{'version': '3.2', 'services': {'spacechop': {'container_name': 'spacechop', 'image': 'spacechop', 'build': '.', 'ports': ['8080:3000']}}}"
spacechop/spacechop,latest,/examples/docker-compose.yml,"{'version': '3', 'services': {'spacechop': {'container_name': 'spacechop', 'image': 'spacechop/spacechop:latest', 'ports': ['8080:3000'], 'volumes': ['./config.yml:/config.yml']}}}"
OpenMined/PySyft,latest,/packages/grid/docker-compose.dev.yml,"{'version': '3.8', 'services': {'tailscale': {'ports': ['8080']}, 'proxy': {'command': ['--providers.docker', '--providers.docker.exposedbydefault=false', '--providers.docker.constraints=Label(`traefik.constraint-label-stack`, `${TRAEFIK_TAG?Variable not set}`)', '--entrypoints.web.address=:81', '--entrypoints.vpn.address=:80', '--accesslog', '--log', '--api', '--api.insecure=true']}, 'frontend': {'build': {'target': 'grid-ui-development'}}, 'db': {'ports': ['5432']}, 'queue': {'image': 'rabbitmq:3-management', 'ports': ['5672', '15672']}, 'backend': {'volumes': ['./backend/grid:/app/grid', './backend/alembic:/app/alembic', '../syft:/app/syft', './data/package-cache:/root/.cache'], 'command': '/start-reload.sh'}, 'backend_stream': {'volumes': ['./backend/grid:/app/grid', './backend/alembic:/app/alembic', '../syft:/app/syft', './data/package-cache:/root/.cache'], 'command': 'waitforit -address=http://localhost:8001/api/v1/syft/metadata -status=200 -timeout=600 -- /start-reload.sh'}, 'celeryworker': {'volumes': ['./backend/grid:/app/grid', './backend/alembic:/app/alembic', '../syft:/app/syft', './data/package-cache:/root/.cache'], 'command': 'waitforit -address=http://localhost:8001/api/v1/syft/metadata -status=200 -timeout=600 -- /worker-start-reload.sh'}}}"
OpenMined/PySyft,latest,/packages/grid/docker-compose.tls.yml,"{'version': '3.8', 'services': {'tailscale': {'ports': ['${HTTPS_PORT}:${HTTPS_PORT}']}, 'proxy': {'environment': ['TRAEFIK_TLS_CONF=${TRAEFIK_TLS_CONF}', 'TRAEFIK_TLS_CERTS=${TRAEFIK_TLS_CERTS}'], 'volumes': ['${TRAEFIK_TLS_CONF}:/etc/traefik/dynamic-configurations', '${TRAEFIK_TLS_CERTS}:/etc/traefik/certs'], 'command': ['--providers.docker', '--providers.docker.exposedbydefault=false', '--providers.docker.constraints=Label(`traefik.constraint-label-stack`, `${TRAEFIK_TAG?Variable not set}`)', '--providers.file.directory=/etc/traefik/dynamic-configurations', '--providers.file.watch=true', '--entrypoints.web.address=:81', '--entrypoints.web.http.redirections.entrypoint.to=websecure', '--entrypoints.web.http.redirections.entrypoint.scheme=https', '--entrypoints.vpn.address=:80', '--entrypoints.websecure.address=:${HTTPS_PORT}', '--entrypoints.websecure.http.tls=true', '--accesslog', '--log']}}}"
OpenMined/PySyft,latest,/packages/grid/docker-compose.yml,"{'version': '3.8', 'services': {'docker-host': {'image': 'qoomon/docker-host', 'cap_add': ['net_admin', 'net_raw']}, 'tailscale': {'hostname': '${DOMAIN_NAME?Variable not set}', 'image': '${DOCKER_IMAGE_TAILSCALE?Variable not set}:${VERSION-latest}', 'build': {'context': './vpn', 'dockerfile': 'tailscale.dockerfile'}, 'environment': ['RELEASE=${RELEASE:-production}', 'HOSTNAME=${DOMAIN_NAME?Variable not set}', 'STACK_API_KEY=$STACK_API_KEY'], 'volumes': ['tailscale-data:/var/lib/tailscale', '/dev/net/tun:/dev/net/tun'], 'cap_add': ['net_admin', 'sys_module'], 'ports': ['${HTTP_PORT}:81', '41641/udp', '4000'], 'depends_on': ['docker-host']}, 'proxy': {'restart': 'always', 'image': '${DOCKER_IMAGE_TRAEFIK?Variable not set}', 'networks': ['${TRAEFIK_PUBLIC_NETWORK?Variable not set}', 'default'], 'network_mode': 'service:tailscale', 'volumes': ['/var/run/docker.sock:/var/run/docker.sock'], 'environment': ['RELEASE=${RELEASE:-production}'], 'command': ['--providers.docker', '--providers.docker.exposedbydefault=false', '--providers.docker.constraints=Label(`traefik.constraint-label-stack`, `${TRAEFIK_TAG?Variable not set}`)', '--entrypoints.web.address=:81', '--entrypoints.vpn.address=:80', '--accesslog', '--log']}, 'frontend': {'restart': 'always', 'image': '${DOCKER_IMAGE_FRONTEND?Variable not set}-${NODE_TYPE}:${VERSION-latest}', 'profiles': ['frontend'], 'build': {'context': './frontend', 'dockerfile': 'frontend.dockerfile', 'target': 'grid-ui-production', 'args': {'NODE_TYPE': '${NODE_TYPE}'}}, 'environment': ['RELEASE=${RELEASE:-production}', 'NODE_TYPE=${NODE_TYPE?Variable not set}', 'VERSION=${VERSION}', 'VERSION_HASH=${VERSION_HASH}'], 'labels': ['traefik.enable=true', 'traefik.constraint-label-stack=${TRAEFIK_TAG?Variable not set}', 'traefik.http.routers.${STACK_NAME?Variable not set}-frontend.rule=PathPrefix(`/`)', 'traefik.http.services.${STACK_NAME?Variable not set}-frontend.loadbalancer.server.port=80']}, 'db': {'restart': 'always', 'image': 'postgres:12', 'volumes': ['app-db-data:/var/lib/postgresql/data'], 'environment': ['RELEASE=${RELEASE:-production}'], 'env_file': ['.env']}, 'queue': {'restart': 'always', 'image': 'rabbitmq:3', 'environment': ['RELEASE=${RELEASE:-production}'], 'volumes': ['./rabbitmq/rabbitmq.conf:/etc/rabbitmq/rabbitmq.conf']}, 'backend': {'restart': 'always', 'image': '${DOCKER_IMAGE_BACKEND?Variable not set}:${VERSION-latest}', 'depends_on': ['db'], 'env_file': ['.env'], 'environment': ['RELEASE=${RELEASE:-production}', 'VERSION=${VERSION}', 'VERSION_HASH=${VERSION_HASH}', 'NODE_TYPE=${NODE_TYPE?Variable not set}', 'DOMAIN_NAME=${DOMAIN_NAME?Variable not set}', 'STACK_API_KEY=${STACK_API_KEY}', 'PORT=8001', 'IGNORE_TLS_ERRORS=${IGNORE_TLS_ERRORS?False}'], 'build': {'context': '../', 'dockerfile': './grid/backend/backend.dockerfile', 'target': 'backend'}, 'command': '/start.sh', 'labels': ['traefik.enable=true', 'traefik.constraint-label-stack=${TRAEFIK_TAG?Variable not set}', 'traefik.http.routers.${STACK_NAME?Variable not set}-backend.rule=PathPrefix(`/api`) || PathPrefix(`/docs`) || PathPrefix(`/redoc`)', 'traefik.http.services.${STACK_NAME?Variable not set}-backend.loadbalancer.server.port=8001'], 'network_mode': 'service:proxy'}, 'backend_stream': {'restart': 'always', 'image': '${DOCKER_IMAGE_BACKEND?Variable not set}:${VERSION-latest}', 'depends_on': ['db', 'backend'], 'env_file': ['.env'], 'environment': ['RELEASE=${RELEASE:-production}', 'VERSION=${VERSION}', 'VERSION_HASH=${VERSION_HASH}', 'NODE_TYPE=${NODE_TYPE?Variable not set}', 'DOMAIN_NAME=${DOMAIN_NAME?Variable not set}', 'STACK_API_KEY=${STACK_API_KEY}', 'PORT=8011', 'STREAM_QUEUE=1', 'IGNORE_TLS_ERRORS=${IGNORE_TLS_ERRORS?False}'], 'build': {'context': '../', 'dockerfile': './grid/backend/backend.dockerfile', 'target': 'backend'}, 'command': 'waitforit -address=http://localhost:8001/api/v1/syft/metadata -status=200 -timeout=600 -- /start.sh', 'labels': ['traefik.enable=true', 'traefik.constraint-label-stack=${TRAEFIK_TAG?Variable not set}', 'traefik.http.routers.${STACK_NAME?Variable not set}-backend-stream.rule=PathPrefix(`/api`) && PathPrefix(`/api/v1/syft/stream`) || PathPrefix(`/docs`) || PathPrefix(`/redoc`)', 'traefik.http.services.${STACK_NAME?Variable not set}-backend-stream.loadbalancer.server.port=8011'], 'network_mode': 'service:proxy'}, 'celeryworker': {'restart': 'always', 'image': '${DOCKER_IMAGE_BACKEND?Variable not set}:${VERSION-latest}', 'depends_on': ['db', 'queue'], 'env_file': ['.env'], 'environment': ['RELEASE=${RELEASE:-production}', 'VERSION=${VERSION}', 'VERSION_HASH=${VERSION_HASH}', 'NODE_TYPE=${NODE_TYPE?Variable not set}', 'DOMAIN_NAME=${DOMAIN_NAME?Variable not set}', 'C_FORCE_ROOT=1', 'STACK_API_KEY=${STACK_API_KEY}', 'IGNORE_TLS_ERRORS=${IGNORE_TLS_ERRORS?False}'], 'command': 'waitforit -address=http://localhost:8001/api/v1/syft/metadata -status=200 -timeout=600 -- /worker-start.sh', 'build': {'context': '../', 'dockerfile': './grid/backend/backend.dockerfile', 'target': 'backend'}, 'network_mode': 'service:proxy'}, 'headscale': {'profiles': ['network'], 'hostname': 'headscale', 'image': '${DOCKER_IMAGE_HEADSCALE?Variable not set}:${VERSION-latest}', 'build': {'context': './vpn', 'dockerfile': 'headscale.dockerfile'}, 'volumes': ['headscale-data:/headscale/data'], 'environment': ['RELEASE=${RELEASE:-production}', 'NETWORK_NAME=omnet', 'STACK_API_KEY=$STACK_API_KEY'], 'ports': ['4000'], 'labels': ['traefik.enable=true', 'traefik.constraint-label-stack=${TRAEFIK_TAG?Variable not set}', 'traefik.http.routers.${STACK_NAME?Variable not set}-vpn.rule=PathPrefix(`/vpn`)', 'traefik.http.routers.${STACK_NAME?Variable not set}-vpn.middlewares=${STACK_NAME?Variable not set}-vpn', 'traefik.http.middlewares.${STACK_NAME?Variable not set}-vpn.stripprefix.prefixes=/vpn', 'traefik.http.middlewares.${STACK_NAME?Variable not set}-vpn.stripprefix.forceslash=true', 'traefik.http.services.${STACK_NAME?Variable not set}-vpn.loadbalancer.server.port=8080']}}, 'volumes': {'app-db-data': None, 'tailscale-data': None, 'headscale-data': None}, 'networks': {'traefik-public': {'external': '${TRAEFIK_PUBLIC_NETWORK_IS_EXTERNAL-true}'}}}"
OpenMined/PySyft,latest,/packages/grid/docker-compose.test.yml,"{'version': '3.8', 'services': {'tailscale': {'volumes': ['./tls/rootCA.pem:/usr/local/share/ca-certificates/rootCA.pem']}}}"
photoprism/photoprism,latest,/docker-compose.mariadb.yml,"{'version': '3.5', 'services': {'mariadb-10-7': {'image': 'mariadb:10.7', 'command': 'mysqld --port=4001 --transaction-isolation=READ-COMMITTED --character-set-server=utf8mb4 --collation-server=utf8mb4_unicode_ci --max-connections=512 --innodb-rollback-on-timeout=OFF --innodb-lock-wait-timeout=120', 'expose': ['4001'], 'volumes': ['./scripts/sql/mariadb-init.sql:/docker-entrypoint-initdb.d/init.sql'], 'environment': {'MYSQL_ROOT_PASSWORD': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'photoprism', 'MYSQL_DATABASE': 'photoprism'}}, 'mariadb-10-5-5': {'image': 'mariadb:10.5.5', 'command': 'mysqld --port=4001 --transaction-isolation=READ-COMMITTED --character-set-server=utf8mb4 --collation-server=utf8mb4_unicode_ci --max-connections=512 --innodb-rollback-on-timeout=OFF --innodb-lock-wait-timeout=120', 'expose': ['4001'], 'volumes': ['./scripts/sql/mariadb-init.sql:/docker-entrypoint-initdb.d/init.sql'], 'environment': {'MYSQL_ROOT_PASSWORD': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'photoprism', 'MYSQL_DATABASE': 'photoprism'}}, 'mariadb-10-3': {'image': 'mariadb:10.3', 'command': 'mysqld --port=4001 --transaction-isolation=READ-COMMITTED --character-set-server=utf8mb4 --collation-server=utf8mb4_unicode_ci --max-connections=512 --innodb-rollback-on-timeout=OFF --innodb-lock-wait-timeout=120', 'expose': ['4001'], 'volumes': ['./scripts/sql/mariadb-init.sql:/docker-entrypoint-initdb.d/init.sql'], 'environment': {'MYSQL_ROOT_PASSWORD': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'photoprism', 'MYSQL_DATABASE': 'photoprism'}}, 'mariadb-10-2': {'image': 'mariadb:10.2', 'command': 'mysqld --port=4001 --transaction-isolation=READ-COMMITTED --character-set-server=utf8mb4 --collation-server=utf8mb4_unicode_ci --max-connections=512 --innodb-rollback-on-timeout=OFF --innodb-lock-wait-timeout=120', 'expose': ['4001'], 'volumes': ['./scripts/sql/mariadb-init.sql:/docker-entrypoint-initdb.d/init.sql'], 'environment': {'MYSQL_ROOT_PASSWORD': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'photoprism', 'MYSQL_DATABASE': 'photoprism'}}, 'mariadb-10-1': {'image': 'mariadb:10.1', 'command': 'mysqld --port=4001 --transaction-isolation=READ-COMMITTED --character-set-server=utf8mb4 --collation-server=utf8mb4_unicode_ci --max-connections=512 --innodb-rollback-on-timeout=OFF --innodb-lock-wait-timeout=120', 'expose': ['4001'], 'volumes': ['./scripts/sql/mariadb-init.sql:/docker-entrypoint-initdb.d/init.sql'], 'environment': {'MYSQL_ROOT_PASSWORD': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'photoprism', 'MYSQL_DATABASE': 'photoprism'}}, 'mysql': {'image': 'mysql:8', 'command': 'mysqld --port=4001 --transaction-isolation=READ-COMMITTED --character-set-server=utf8mb4 --collation-server=utf8mb4_unicode_ci --max-connections=512 --innodb-rollback-on-timeout=OFF --innodb-lock-wait-timeout=120', 'expose': ['4001'], 'volumes': ['./scripts/sql/mariadb-init.sql:/docker-entrypoint-initdb.d/init.sql'], 'environment': {'MYSQL_ROOT_PASSWORD': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'photoprism', 'MYSQL_DATABASE': 'photoprism'}}}, 'networks': {'default': {'external': {'name': 'photoprism-develop'}}}}"
photoprism/photoprism,latest,/docker-compose.ci.yml,"{'version': '3.5', 'services': {'photoprism': {'build': '.', 'image': 'photoprism/photoprism:develop', 'security_opt': ['seccomp:unconfined', 'apparmor:unconfined'], 'depends_on': ['mariadb', 'dummy-webdav'], 'volumes': ['~/.cache/npm:/root/.cache/npm', '~/.cache/go-mod:/go/pkg/mod'], 'environment': {'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': 'Open-Source Photo Management', 'PHOTOPRISM_SITE_AUTHOR': '@photoprism_app', 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_PUBLIC': 'true', 'PHOTOPRISM_PID_FILENAME': 'photoprism.pid', 'PHOTOPRISM_LOG_FILENAME': 'photoprism.log', 'PHOTOPRISM_DETACH_SERVER': 'true', 'PHOTOPRISM_HTTP_HOST': '0.0.0.0', 'PHOTOPRISM_HTTP_PORT': 2342, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:4001', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'root', 'PHOTOPRISM_DATABASE_PASSWORD': 'photoprism', 'PHOTOPRISM_TEST_DRIVER': 'sqlite', 'PHOTOPRISM_TEST_DSN': '.test.db', 'PHOTOPRISM_ADMIN_PASSWORD': 'photoprism', 'PHOTOPRISM_ASSETS_PATH': '/go/src/github.com/photoprism/photoprism/assets', 'PHOTOPRISM_STORAGE_PATH': '/go/src/github.com/photoprism/photoprism/storage', 'PHOTOPRISM_ORIGINALS_PATH': '/go/src/github.com/photoprism/photoprism/storage/originals', 'PHOTOPRISM_IMPORT_PATH': '/go/src/github.com/photoprism/photoprism/storage/import', 'PHOTOPRISM_DISABLE_CHOWN': 'true', 'PHOTOPRISM_DISABLE_BACKUPS': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_PLACES': 'false', 'PHOTOPRISM_DISABLE_EXIFTOOL': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'false', 'PHOTOPRISM_THUMB_FILTER': 'lanczos', 'PHOTOPRISM_THUMB_UNCACHED': 'true', 'PHOTOPRISM_THUMB_SIZE': 2048, 'PHOTOPRISM_THUMB_SIZE_UNCACHED': 7680, 'PHOTOPRISM_JPEG_SIZE': 7680, 'PHOTOPRISM_JPEG_QUALITY': 92, 'CODECOV_TOKEN': None, 'CODECOV_ENV': None, 'CODECOV_URL': None, 'CODECOV_SLUG': None, 'VCS_COMMIT_ID': None, 'VCS_BRANCH_NAME': None, 'VCS_PULL_REQUEST': None, 'VCS_SLUG': None, 'VCS_TAG': None, 'CI_BUILD_URL': None, 'CI_BUILD_ID': None, 'CI_JOB_ID': None, 'CI': None, 'DRONE': None, 'DRONE_BRANCH': None, 'DRONE_BUILD_ACTION': None, 'DRONE_BUILD_CREATED': None, 'DRONE_BUILD_EVENT': None, 'DRONE_BUILD_FINISHED': None, 'DRONE_BUILD_NUMBER': None, 'DRONE_BUILD_PARENT': None, 'DRONE_BUILD_STARTED': None, 'DRONE_BUILD_STATUS': None, 'DRONE_CALVER': None, 'DRONE_COMMIT': None, 'DRONE_COMMIT_AFTER': None, 'DRONE_COMMIT_AUTHOR': None, 'DRONE_COMMIT_AUTHOR_AVATAR': None, 'DRONE_COMMIT_AUTHOR_EMAIL': None, 'DRONE_COMMIT_AUTHOR_NAME': None, 'DRONE_COMMIT_BEFORE': None, 'DRONE_COMMIT_BRANCH': None, 'DRONE_COMMIT_LINK': None, 'DRONE_COMMIT_MESSAGE': None, 'DRONE_COMMIT_REF': None, 'DRONE_COMMIT_SHA': None, 'DRONE_DEPLOY_TO': None, 'DRONE_FAILED_STAGES': None, 'DRONE_FAILED_STEPS': None, 'DRONE_GIT_HTTP_URL': None, 'DRONE_GIT_SSH_URL': None, 'DRONE_PULL_REQUEST': None, 'DRONE_REMOTE_URL': None, 'DRONE_REPO': None, 'DRONE_REPO_BRANCH': None, 'DRONE_REPO_LINK': None, 'DRONE_REPO_NAME': None, 'DRONE_REPO_NAMESPACE': None, 'DRONE_REPO_OWNER': None, 'DRONE_REPO_PRIVATE': None, 'DRONE_REPO_SCM': None, 'DRONE_REPO_VISIBILITY': None, 'DRONE_SEMVER': None, 'DRONE_SEMVER_BUILD': None, 'DRONE_SEMVER_ERROR': None, 'DRONE_SEMVER_MAJOR': None, 'DRONE_SEMVER_MINOR': None, 'DRONE_SEMVER_PATCH': None, 'DRONE_SEMVER_PRERELEASE': None, 'DRONE_SEMVER_SHORT': None, 'DRONE_SOURCE_BRANCH': None, 'DRONE_STAGE_ARCH': None, 'DRONE_STAGE_DEPENDS_ON': None, 'DRONE_STAGE_FINISHED': None, 'DRONE_STAGE_KIND': None, 'DRONE_STAGE_MACHINE': None, 'DRONE_STAGE_NAME': None, 'DRONE_STAGE_NUMBER': None, 'DRONE_STAGE_OS': None, 'DRONE_STAGE_STARTED': None, 'DRONE_STAGE_STATUS': None, 'DRONE_STAGE_TYPE': None, 'DRONE_STAGE_VARIANT': None, 'DRONE_STEP_NAME': None, 'DRONE_STEP_NUMBER': None, 'DRONE_SYSTEM_HOST': None, 'DRONE_SYSTEM_HOSTNAME': None, 'DRONE_SYSTEM_PROTO': None, 'DRONE_SYSTEM_VERSION': None, 'DRONE_TAG': None, 'DRONE_TARGET_BRANCH': None}}, 'mariadb': {'image': 'mariadb:10.6', 'command': 'mysqld --port=4001 --transaction-isolation=READ-COMMITTED --character-set-server=utf8mb4 --collation-server=utf8mb4_unicode_ci --max-connections=512 --innodb-rollback-on-timeout=OFF --innodb-lock-wait-timeout=120', 'expose': ['4001'], 'volumes': ['./scripts/sql/mariadb-init.sql:/docker-entrypoint-initdb.d/init.sql'], 'environment': {'MYSQL_ROOT_PASSWORD': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'photoprism', 'MYSQL_DATABASE': 'photoprism'}}, 'dummy-webdav': {'image': 'photoprism/dummy-webdav:20211109', 'environment': {'WEBDAV_USERNAME': 'admin', 'WEBDAV_PASSWORD': 'photoprism'}}}}"
photoprism/photoprism,latest,/docker-compose.postgres.yml,"{'version': '3.5', 'services': {'photoprism': {'build': '.', 'image': 'photoprism/photoprism:develop', 'depends_on': ['postgres', 'dummy-webdav'], 'security_opt': ['seccomp:unconfined', 'apparmor:unconfined'], 'ports': ['2342:2342', '2343:2343'], 'working_dir': '/go/src/github.com/photoprism/photoprism', 'volumes': ['.:/go/src/github.com/photoprism/photoprism', 'go-mod:/go/pkg/mod'], 'shm_size': '2gb', 'environment': {'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': 'Open-Source Photo Management', 'PHOTOPRISM_SITE_AUTHOR': '@photoprism_app', 'PHOTOPRISM_DEBUG': 'true', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_PUBLIC': 'true', 'PHOTOPRISM_EXPERIMENTAL': 'true', 'PHOTOPRISM_SERVER_MODE': 'debug', 'PHOTOPRISM_HTTP_HOST': '0.0.0.0', 'PHOTOPRISM_HTTP_PORT': 2342, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DATABASE_DRIVER': 'postgres', 'PHOTOPRISM_DATABASE_SERVER': 'postgres:5432', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'photoprism', 'PHOTOPRISM_DATABASE_PASSWORD': 'photoprism', 'PHOTOPRISM_TEST_DRIVER': 'sqlite', 'PHOTOPRISM_TEST_DSN': '.test.db', 'PHOTOPRISM_ADMIN_PASSWORD': 'photoprism', 'PHOTOPRISM_ASSETS_PATH': '/go/src/github.com/photoprism/photoprism/assets', 'PHOTOPRISM_STORAGE_PATH': '/go/src/github.com/photoprism/photoprism/storage', 'PHOTOPRISM_ORIGINALS_PATH': '/go/src/github.com/photoprism/photoprism/storage/originals', 'PHOTOPRISM_IMPORT_PATH': '/go/src/github.com/photoprism/photoprism/storage/import', 'PHOTOPRISM_DISABLE_BACKUPS': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_PLACES': 'false', 'PHOTOPRISM_DISABLE_EXIFTOOL': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'false', 'PHOTOPRISM_THUMB_FILTER': 'lanczos', 'PHOTOPRISM_THUMB_UNCACHED': 'true', 'PHOTOPRISM_THUMB_SIZE': 2048, 'PHOTOPRISM_THUMB_SIZE_UNCACHED': 7680, 'PHOTOPRISM_JPEG_SIZE': 7680, 'PHOTOPRISM_JPEG_QUALITY': 92, 'TF_CPP_MIN_LOG_LEVEL': 0}}, 'postgres': {'image': 'postgres:12-alpine', 'ports': ['5432:5432'], 'environment': {'POSTGRES_DB': 'photoprism', 'POSTGRES_USER': 'photoprism', 'POSTGRES_PASSWORD': 'photoprism'}}, 'dummy-webdav': {'image': 'photoprism/dummy-webdav:20211109', 'environment': {'WEBDAV_USERNAME': 'admin', 'WEBDAV_PASSWORD': 'photoprism'}}}, 'volumes': {'go-mod': {'driver': 'local'}}}"
photoprism/photoprism,latest,/docker-compose.latest.yml,"{'version': '3.5', 'services': {'photoprism-latest': {'image': 'photoprism/photoprism:latest', 'security_opt': ['seccomp:unconfined', 'apparmor:unconfined'], 'ports': ['2344:2342'], 'labels': ['traefik.enable=true', 'traefik.http.services.photoprism-latest.loadbalancer.server.port=2342', 'traefik.http.routers.photoprism-latest.entrypoints=websecure', 'traefik.http.routers.photoprism-latest.rule=Host(`photoprism-latest.traefik.net`)', 'traefik.http.routers.photoprism-latest.tls.domains[0].main=traefik.net', 'traefik.http.routers.photoprism-latest.tls.domains[0].sans=*.traefik.net', 'traefik.http.routers.photoprism-latest.tls=true'], 'environment': {'PHOTOPRISM_UID': '${UID:-1000}', 'PHOTOPRISM_GID': '${GID:-1000}', 'PHOTOPRISM_ADMIN_PASSWORD': 'photoprism', 'PHOTOPRISM_SITE_URL': 'https://photoprism-latest.traefik.net/', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': 'Open-Source Photo Management', 'PHOTOPRISM_SITE_AUTHOR': '@photoprism_app', 'PHOTOPRISM_DEBUG': 'true', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_PUBLIC': 'true', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_SERVER_MODE': 'debug', 'PHOTOPRISM_HTTP_HOST': '0.0.0.0', 'PHOTOPRISM_HTTP_PORT': 2342, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:4001', 'PHOTOPRISM_DATABASE_NAME': 'latest', 'PHOTOPRISM_DATABASE_USER': 'root', 'PHOTOPRISM_DATABASE_PASSWORD': 'photoprism', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_BACKUPS': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_PLACES': 'false', 'PHOTOPRISM_DISABLE_EXIFTOOL': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'false', 'PHOTOPRISM_THUMB_FILTER': 'lanczos', 'PHOTOPRISM_THUMB_UNCACHED': 'true', 'PHOTOPRISM_THUMB_SIZE': 2048, 'PHOTOPRISM_THUMB_SIZE_UNCACHED': 7680, 'PHOTOPRISM_JPEG_SIZE': 7680, 'PHOTOPRISM_JPEG_QUALITY': 92, 'TF_CPP_MIN_LOG_LEVEL': 0}, 'working_dir': '/photoprism', 'volumes': ['./storage/latest:/photoprism/storage', './storage/originals:/photoprism/originals']}}, 'networks': {'default': {'external': {'name': 'photoprism-develop'}}}}"
